program_id,student_name,created_at,updated_at,school,applied_program,bachelor_university,bachelor_major,experience,admission_year,gpa,language_scores
,Y同学,2024/2/17 12:14,2024/2/17 12:14,布里斯托大学,国际法与国际关系法学硕士,华东政法大学,侦查学,1. 法律案例分析大赛2. 集体肖像侵权相关论文-本科生学术论文竞赛3. xx律师事务所-律师助理,大四,91.28,雅思6
,Z同学,2024/2/17 12:14,2024/2/17 12:14,布里斯托大学,地理数据科学与空间分析理学硕士,首都师范大学,遥感,1. 大运河沿线发展变化评价——以白浮泉至五河交汇处运河沿线为例2. 三维激光扫描仪系统参数精确标定3D,大四,88,雅思6
,T同学,2024/2/17 12:15,2024/2/17 12:15,布里斯托大学,比较文学与文化文学硕士,北京语言大学,朝鲜语(韩语法学),1. 新东方新媒体运营实习生2. 北京卫客科技有限公司新媒体运营实习生3. 北京语言大学志愿者服务总队支教,大四,87,雅思6.5（6）
,Z同学,2024/2/17 12:14,2024/2/17 12:14,布里斯托大学,管理学理学硕士（企业社会责任与可持续发展）,滑铁卢大学,Bachelor’s of Environmental Studies (BES) Honours Environment and Business,1. 大众集团战略项目分析2. 关于加拿大安大略省高速路413项目的公众评论报告,大四,83,雅思6.5
,S同学,2024/2/17 12:12,2024/2/17 12:12,布里斯托大学,管理学理学硕士（国际商务）,济南大学,会展经济与管理,1. 某公司品牌营销实习2. 某公司财务部实习3. 融资计划书,大四,87.35,无
,G同学,2024/2/17 12:14,2024/2/17 12:14,布里斯托大学,管理学理学硕士（市场营销 ）,上海外国语大学,德语,1. 高校短视频平台的运营策略及其对校园官媒传播效果研究——以“上外德语系”视频号为例2. 比较文学课程论文3. 某教育平台新媒体运营4. 某教育机构助教,大四,88.23,雅思8(L:9/R:8.5/W:7.5/S:7)
,Y同学,2024/2/17 12:14,2024/2/17 12:14,布里斯托大学,计算机科学理学硕士（可跨申）,西安交通大学,工业设计,1. xx汽车股份有限公司 智能驾驶产品经理2. 基于xx医疗的xx药效预测3. 中国高校计算机大赛2020微信小程序应用开发赛,三年工作经验,81.48,
,Z同学,2024/2/17 12:13,2024/2/17 12:13,康奈尔大学,工程硕士金工方向,滑铁卢大学,金融+统计,1. XX退休金计划2. 某投资管理公司固定收益分析实习3. 蒙特利尔银行交易结算分析实习4. 某教育局财务部财务与风险管理,大四,90.16,免语言，GRE324
,H同学,2024/2/17 12:12,2024/2/17 12:12,康奈尔大学,工程管理工学硕士,阿尔伯塔大学,Computing Science,1. CUHK暑期交流2. 某期刊数据库实习3. 某国企技术工程师,三年工作经验,3.06,免，不考
,Y同学,2024/2/17 12:13,2024/2/17 12:13,悉尼大学,可持续发展硕士,河海大学,海洋科学,1. CMIP5模式中ENSO衰退快慢对西北太平洋夏季风的影响的模拟评估2. 新冠肺炎防控指挥部办公室，街道办事处3. 统侨政协工作组，街道办事处4. 基于卫星遥感的东海赤潮区域的环境因子变化分析,三年工作经验,82,无
,S同学,2024/2/17 12:12,2024/2/17 12:12,悉尼大学,商业法硕士,中国矿业大学（徐州）,法学,1. 上海运帷律师事务所律师助理2. 江苏众连晟律师事务所律师助理3. 上海锦天城（南京）律师事务所实习生4. 第七届全国高校法律援助组织研讨会,已毕业,3.14,暂无
,Y同学,2024/2/17 12:12,2024/2/17 12:12,悉尼大学,商学硕士,,金融学（保险方向）,1. 全国大学生电子商务“创新、创意及创业”挑战赛2. 全国高校商业精英挑战赛,已毕业,82.35,雅思7
,D同学,2024/2/17 12:14,2024/2/17 12:14,悉尼大学,商学硕士,同济大学,市场营销,1. 湖南XX公司实习生2. 华宝证券实习生3. 东方财富实习生4. 单身公寓市场调研分析5. CMAU市场研究与商业策划大赛,大四,71.63,无，不用考
,C同学,2024/2/17 12:16,2024/2/17 12:16,悉尼大学,商学硕士,华南师范大学,金融学（中英合作办学）,1. 民生证券 实习生2. 民生银行 实习生3. 某税务师有限公司审计部审计助理4. 某集团业务发展部 实习生5. 某保险公司 实习生,已毕业,3.07,雅思6.5
,S同学,2024/2/22 12:06,2024/2/22 12:06,悉尼大学,商学硕士,上海财经大学,金融统计,1. 时间序列分析课程报告2. 蜜柚网络科技（上海）有限公司风控运营实习生3. 统计软件课程小组论文,大四,3.43,雅思7.0
,S同学,2024/2/17 12:12,2024/2/17 12:12,悉尼大学,法学硕士,中国矿业大学（徐州）,法学,1. 上海运帷律师事务所律师助理2. 江苏众连晟律师事务所律师助理3. 上海锦天城（南京）律师事务所实习生4. 第七届全国高校法律援助组织研讨会,已毕业,3.14,暂无
,D同学,2024/2/17 12:11,2024/2/17 12:11,悉尼大学,物流与供应链管理硕士,北京交通大学,物流工程,1. 第三届国际供应链建模设计大赛2. 大学生创新创业项目-基于XX需求预测的配送路径优化研究3. 第七届“日日顺”创客训练营4. 雀巢供应链实习,大四,78.8,雅思6.5
,W同学,2024/2/17 12:14,2024/2/17 12:14,斯蒂文斯理工学院,计算机科学理学硕士,苏州大学文正学院,物联网,1. 中国电信实习2. 江苏广电实习,大四,3,多邻国130
,C同学,2024/2/17 12:15,2024/2/17 12:15,新加坡国立大学,中国文化与语言文学硕士,清华大学,历史学,1. 课程论文 中美学界南明文学研究对比2. 土家族祭祀文化调研实践3. 梅兰芳与京剧中虞姬形象的流变,大四,3.71,雅思6.0
,X同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,企业商业分析科技硕士,慕尼黑工业,企业管理与技术,1. 埃森哲-咨询实习生2. 德国某生产物流和技术管理转移公司-实习生3. 某知名商业分析大赛-队长,大四,80,雅思7.5，GRE331（162+169）
,W同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,企业商业分析科技硕士,河海大学,大数据管理与应用,1. 字节经营分析实习2. 上海识装信息科技有限公司（得物）实习生3. EY安永实习生4. 牛津大学交换5. 全国大学生商科综合能力大赛6. 江苏省财务数智化大赛：三元股份财务大数据分析7. “正大杯”第十三届全国大学生市场调查与分析大赛：种草平台对消费者购买决策的影响因素机制研究——以Usmile电动牙刷为例8. 大学生创新训练项目——江苏省生态补偿纾困效应研究9. 论文《江苏省流域生态补偿机制的改进策略和纾困效应》10. 论文《Research on spoke-based emergency logistics network in urban clusters in Jiangsu Province（江苏省城市群辐射型应急物流网络研究）》11. 安永风险咨询实习12. 得物实习,大四,4.6,雅思6.5，GRE323
,W同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,化学科学理学硕士,山东大学（威海）,化学，辅修计算机,1. 国际多边贸易合作组织研究助理2. 美赛H奖3. 数学建模竞赛国家三等奖,大四,86.96,托福98
,Z同学,2024/2/17 12:16,2024/2/17 12:16,新加坡国立大学,安全、健康与环境技术理学硕士,,给排水,1. 某城市污水处理厂实习生2. 课程设计：D市给排水管网设计3. 建筑给水排水工程课程设计4. 给水厂设计5. 课程设计：A市污水处理厂二期工程设计,大四,2.54,雅思6，不考
,J同学,2024/2/17 12:16,2024/2/17 12:16,新加坡国立大学,当代东南亚文学硕士,兰州大学,日语,1. 国家社会科学基金青年项目助研2. 某教育机构语文老师3. 《商品包装中“日系外来词”使用研究》,大四,86.87,雅思7（6）
,S同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,战略分析与创新理学硕士,上海财经大学,金融统计,1. 时间序列分析课程报告2. 蜜柚网络科技（上海）有限公司风控运营实习生3. 统计软件课程小组论文,大四,3.43,雅思7.0
,T同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,战略分析与创新理学硕士,清华大学,经济与金融,"1. 中国银行暑期实习生2. 毕马威会计师事务所审计实习生3. 中交资本控股有限公司产业金融中心研究员4. Banco Santander, S.A. Beijing BranchCredit Risk5. Esade (巴塞罗那）交换6. 清华大学第十届创意大赛暨2021清华学生大创意挑战赛 可持续金融赛道 冠军7. 清华大学第十一届“今经乐道”经济热点分析大赛8. 信息管理导论 课程科研期末报告9. 清华大学金融系高峰老师助研项目10. 清华大学自由现金流量课题11. 公共财政学 课程科研报告",大四,3.52,雅思7（6）
,W同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,智能系统科技硕士,北京理工大学,计算机科学与技术,1. 基于xx平台的实时通信软件项目2. 全国大学生机器人大赛RoboMaster3. 基于xx识别与预测的感知追踪算法,大四,85,雅思7.0
,Z同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,智能系统科技硕士,清华大学,软件工程,1. 北京某科技有限公司实习生2. 无线移动网络技术课程实验3. 基于区块链技术的生产管理信息系统的研究4. 毕业论文：基于某技术的无线网络的研究,已毕业,3.1,雅思7.5，GRE324
,Z同学,2024/2/17 12:15,2024/2/17 12:15,新加坡国立大学,智能系统科技硕士,南京理工大学,信息管理与信息系统,1. 基于社交媒体数据的可视化叙事策略2. 司法-舆情信息管理及风险分析系统设计3. 卡车-机器人协同配送物流解决方案4. 基于Java的中文自然语言处理软件开发5. 基于C++的坦克大战、扫雷小游戏开发,大四,84,雅思6.5，GRE329
,Z同学,2024/2/17 12:16,2024/2/17 12:16,新加坡国立大学,环境工程理学硕士,浙江大学,环境工程,1. NTU教授科研：Image recognition model building in the context of municipal waste classification2. 毕业设计-污染场地土壤修复工程环境监理案例研究3. 科研创新训练项目-XX技术筛选北极沉积物中的联苯降解菌,已毕业,3.34,雅思6
,X同学,2024/2/17 12:13,2024/2/17 12:13,新加坡国立大学,环境管理理学硕士,曼彻斯特大学,大四，GPA56，无,1. Crowden Brook水质评估科考2. 某环保公司实习生3. 某环境工程公司,,,
,W同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,经济学硕士,,财务管理,1. 某投资研究院实习生2. 某证券公司投行部实习生3. 某银行实习生,已毕业,86.73,雅思7.0，GMAT 710
,D同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,统计学理学硕士,华东师范大学,数学与应用数学,1. 大学生创新创业训练项目：小学阶段数学教学相关2. 华东师范大学附属中学学校-实习数学教师,大四,3.64,雅思7.0
,X同学,2024/2/17 12:11,2024/2/17 12:11,新加坡国立大学,统计学理学硕士,上海交通大学,数学与应用数学,1. 民生证券行研2. 某投资管理公司量化分析实习3. 一类化学反应模型的动力学分析,大四,3.68,托福106，GRE329
,F同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,风险企业创业理学硕士,华南师范大学,传播学,1. 公益传播媒体融合实践2. 中央广播电视总台大湾区之声新媒体实习生3. 培育项目的开发与运营,大四,87.5,雅思7.0
,L同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,风险企业创业理学硕士,华南农业大学,金融学,1. 丁颖杯” 暨“挑战杯” 广东课外学术科技竞赛校内选拔赛：《xxxxx产品的开发一以xx为例》2. xxxx私募基金管理有限公司-行业分析实习生3. 大学生消费行为及消费导向的计量经济与统计研究,大四,91.4,雅思6.5
,X同学,2024/2/17 12:14,2024/2/17 12:14,新加坡国立大学,风险企业创业理学硕士,河海大学,会计,1. 字节跳动HRBP实习2. 美团HR实习3. 兴业证券 数字财富中心实习4. ACCA校园大使5. BDO 审计实习,大四,88.24,雅思6.5
,L同学,2024/2/17 12:15,2024/2/17 12:15,新加坡国立大学,风险企业创业理学硕士,东北财经大学,工商管理,1. CPCI会议论文：Consumer Preference Analysis and Rating Prediction Model in the Restaurant Industry Based on Restaurant Information and Consumer Reviews2. 埃森哲咨询部门实习生3. 某战略咨询实习4. 某证券理财助理5. 《一砖一瓦建起它的前世今生》,大四,88.44,雅思7.0(L:7.5/R:7.5/W:6.5/S:6.0) ，GRE320
,L同学,2024/2/17 12:11,2024/2/17 12:11,新南威尔士大学,商学硕士,南通大学,商务英语,1. Oliver Wyman奥纬咨询案例大赛2. 江苏xx合金技术股份有限公司 国际市场部实习生3. xx自动化工程股份有限公司 市场部实习生4. 北京大学光华管理学院案例分析大赛5. “互联网+”大学生创新创业大赛-设计校内旧书交易平台,大四,90.37,雅思7
,L同学,2024/2/17 12:15,2024/2/17 12:15,新南威尔士大学,商学硕士,北京科技大学,金融工程,1. 联合资信评级公司债券评级部实习生2. 证券股份有限公司业务部实习生3. 2022年创新创业比赛-智慧农场与数字林业系统设计项目负责人,大四,84.8,雅思7
,W同学,2024/2/17 12:14,2024/2/17 12:14,新南威尔士大学,工程科学硕士（电气工程）,南京工程学院,能源与动力工程,1. 大学生科创项目:新型垂直轴风力机设计和气动分析2. 大唐电力集团电气工程师实习生3. “象新力杯”大学生电力创新竞赛4. NTU线上暑校,大四,81.47,无
,J同学,2024/2/17 12:15,2024/2/17 12:15,新南威尔士大学,法学硕士,广东培正学院,法学,1. 律所实习-实习生2. 民事模拟法庭课设3. 合同落空原则与情势变更原则比较-课程论文,大四,3.3,无
,X同学,2024/2/17 12:13,2024/2/17 12:13,新南威尔士大学,电气工程工学硕士,上海海事大学,船舶电子电气工程,1. 起升变频驱动控制系统2. 2023年度大学生创新创业立项训练计划项目-面对机械工程工件的定位夹持装置,大四,75.65,无
,W同学,2024/2/17 12:12,2024/2/17 12:12,昆士兰大学,传播学硕士（1.5年制）,谢菲尔德大学,数字媒体与社会,1. 某科技公司运培生2. 江苏xx室内建筑设计有限公司实习生3. “算法社交性”如何应用在自己的社交网络经历中4. 关于利用数字营销分析双11购物节的播客5. 关于性别平等的视频如何被呈现在xx平台上6. 关于数字媒体时代问题如何影响了数字社会的发展,已毕业,55,英本免修语言
,Z同学,2024/2/17 12:13,2024/2/17 12:13,昆士兰大学,动物科学硕士（2年制）,上海交通大学,动物科学,1. 某学校农学院教学实验实习场实习生2. 课程设计：遗传学实验3. 应激对机体免疫系统的影响4. 结核分枝杆菌的毒力因子及牛结核病的防控5. 第八届上海大学生创新创业训练计划6. 毕设益生菌耐酸性及胃肠道的缓释递送研究7. 论文8. 论文,已毕业,81.8,无，不需要
,L同学,2024/2/17 12:12,2024/2/17 12:12,昆士兰大学,可持续能源硕士,武汉理工大学,建筑环境与能源应用工程,1. 北京市建筑设计研究院实习工程师2. 相变材料在方腔内熔化特性的数值模拟3. 建筑节能设计,已毕业,82,无，无
,G同学,2024/2/22 12:05,2024/2/22 12:05,昆士兰大学,商业硕士（1.5年制）,武汉科技大学,会计,1. 第四届互联网+大学生创新创业大赛：航翼智能无人机2. 某会计师事务所高级审计员3. 上市公司高管特征和代理成本之间的关系,已毕业,80.15,雅思6.5
,S同学,2024/2/17 12:12,2024/2/17 12:12,昆士兰大学,法学硕士（1年制）,中国矿业大学（徐州）,法学,1. 上海运帷律师事务所律师助理2. 江苏众连晟律师事务所律师助理3. 上海锦天城（南京）律师事务所实习生4. 第七届全国高校法律援助组织研讨会,已毕业,3.14,暂无
,X同学,2024/2/17 12:14,2024/2/17 12:14,曼彻斯特大学,临床生物化学理学硕士,河北北方学院,医学检验技术,1. 沧县疾病预防控制中心实习生2. 沧州市中心医院实习生3. 沧州市中心医院实习生4. 大学生创新创业训练计划项目：关于隔离外界病毒的改进版简易防护口罩“金刚罩”的研究5. 医学检验技术形态学竞赛6. 毕业论文：血常规及贫血三项联合检验对不同孕期妊娠期贫血程度的诊断分析,已毕业,3.53,暂无，不考
,Y同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,临床生物化学理学硕士,沈阳药科大学,药事管理,1. xx受体激动剂在帕金森病治疗中的不良反应及合理应用2. 基于疫情背景下安全用药的调查探究-xx医疗的发展3. xx等指标在COPD急性加重期的系统评价4. 我国卫生资源配置问题的研究5. 我国药品市场独占制度研究6. 河北省xx市中心医院实习生,大四,81.37,待考，不考
,W同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,传染生物学理学硕士,天津师范大学,生物技术,1. 动植物野外实习组长2. 北京市水产研究所实习学生3. 基因工程实验 利用IPTG诱导大肠杆菌表达重组绿色荧光蛋白EGFP4. 大学生创新创业训练项目校级立项 “继代次数对苇蘑菌株活性的影响”5. 生物技术大实验-Taq DNA聚合酶基因的克隆、表达、纯化及活性分析?6. 毕业设计7. 论文《天津七里海野生苇蘑菌株继代培养基的筛选》8. 论文《黄绿蜜环菌的研究进展》,两年工作经验,84,无
,C同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,健康数据科学理学硕士,东北大学秦皇岛分校,信息管理与信息系统,1. 科技公司实习安全服务工程师2. 我的世界数据预测分析3. 基于分布式定时爬虫的舆情分析系统4. 基于RNN和LSTM深度学习的股价预测应用5. 基于R语言的冠心病二分类问题建模研究6. 深度学习、系统开发、数学建模课设,大四,89.36,雅思7.0
,L同学,2024/2/17 12:14,2024/2/17 12:14,曼彻斯特大学,商业项目管理理学硕士,上海大学,会计,1. 某会计师事务所审计助理2. 某企业价值评估3. 某公司顾客价值创造能力分析及股价评估,大四,89,雅思7.5（6.5）
,H同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,商业项目管理理学硕士,西交利物浦大学,会计学,1. 立信会计事务所2. 对雀巢公司财务风险和会计策略的调查分析3. “互联网+”大学生创新创业大赛,大四,70,雅思6.5
,L同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,商业项目管理理学硕士,东北财经大学,工商管理,1. CPCI会议论文：Consumer Preference Analysis and Rating Prediction Model in the Restaurant Industry Based on Restaurant Information and Consumer Reviews2. 埃森哲咨询部门实习生3. 某战略咨询实习4. 某证券理财助理5. 《一砖一瓦建起它的前世今生》,大四,88.44,雅思7.0(L:7.5/R:7.5/W:6.5/S:6.0) ，GRE320
,C同学,2024/2/17 12:11,2024/2/17 12:11,曼彻斯特大学,国际教育（对外英语教学）文学硕士,中国矿业大学（徐州）,英语,1. 江苏省某初级中学 英语助教2. 徐州市某中学 英语助教3. 江苏省某中学 英语助教,大四,86.49,雅思7.5
,T同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,数学金融理学硕士,西交利物浦大学,数学与应用数学,1. 投资管理公司数据分析师2. 证券公司实习生3. APCMC：碳中和4. 数学方法在金融风险评估中的应用,大四,72,雅思7.5
,L同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,机械工程设计理学硕士,上海大学,理论与应用力学,1. “华数杯”全国大学生数学建模竞赛2. 基于机器学习的城市植物物种识别与分类3. 地面效应的应用及其原理和实例分析4. 四节点单元有限元方法求解悬臂梁问题5. 梯度材料空心圆筒的对称热应力分析及求解6. 基于理论导引物理信息神经网络方法的湍流热对流求解,大四,83.2,雅思6.5
,G同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,机械工程设计理学硕士,上海交通大学,机械,1. 仿生变形机械结构2. 小型航空发动机的设计与制造3. 毕业设计-基于XX的复合振动实现方法研究4. 爬楼梯机器人的设计与制造,已毕业,81.04,雅思6
,S同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,机械工程设计理学硕士,上海大学,机械设计制造及其自动化,1. xx国际技术中心内饰结构设计实习生2. 大学生创新创业项目：一种基于XX的定制化运动评分系统3. 机器人关节-XX减速器结构设计,大四,82.4,无
,Y同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,管理与信息系统：变化与发展理学硕士,,信息管理与信息系统（金融信息工程方向）,"1. Graduation Thesis, Classification of Discussion Threads in MOOC Forums Based on Neural Network2. Primary Research & Development Engineer, IoT Business Unit, JOYSUCH (Suzhou)3. An Online Q&A System",两年工作经验,88,雅思6.5
,Y同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,经济学文学硕士,深圳大学,国际经济与贸易,1. 某科技有限公司实习生2. 国家税务总局某分局,大四,88,雅思7
,Z同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,经济学文学硕士,,经济学,1. “互联网+”：抗体研发及产业化研究2. 滴滴综合运营实习生3. 大创项目：线上城市地图,一年工作经验,89,雅思6.5
,Z同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,经济学文学硕士,西北农林科技大学,经济学,1. 政府补助对企业投资效率的影响2. 华泰证券行业研究实习生3. 某科技公司mkt实习生,大四,85.11,雅思7.0(L:7.5/R:8.0/W:6.5/S:6.0)
,W同学,2024/2/17 12:15,2024/2/17 12:15,曼彻斯特大学,绿色基础设施理学硕士,汕头大学,环境工程,1. 生态环境检测中心站技术人员2. 无机及分析化学实验3. 物理化学实验4. 建设项目环境影响评价5. 污水处理厂工艺设计,大四,3.39,雅思6.5，不考
,Z同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,金融经济学理学硕士,,劳动经济学,1. 海通证券实习生2. 中国石材管理咨询有限公司 实习生3. 芜湖市人民政府 实习生,已毕业,86.5,雅思6.5
,D同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,金融经济学理学硕士,,经济学法学双学位,1. 华泰证券 行研实习2. 三六一度（中国）有限公司财务部实习3. 惠普金融科研探究,大四,91.48,雅思7（6），GMAT 690
,H同学,2024/2/17 12:13,2024/2/17 12:13,曼彻斯特大学,金融经济学理学硕士,,金融学,1. 中天汇富基金管理有限公司投资部实习生2. 某银行 实习生3. 某电子有限公司 财务助理实习生,大四,87.5,雅思7（6.0），GMAT670
,Z同学,2024/2/17 12:16,2024/2/17 12:16,曼彻斯特大学,高级工程材料理学硕士,中南民族大学,材料化学,1. 某纳米材料科技有限公司 工艺岗2. 某材料科技有限公司 实验技术人员3. 互联网+校级立项 可降解材料4. 化学材料的克级制备,已毕业,82.21,无
,J同学,2024/2/17 12:13,2024/2/17 12:13,杜伦大学,土木工程理学硕士,湖南大学,土木工程(桥梁工程),1. 建筑公司工程部2. 某某工程局工程部3. 某大桥方案设计及100m连续梁桥结构设计4. 预应力混凝土主梁设计5. 某类型桥型模型设计,一年工作经验,2.99,无
,X同学,2024/2/17 12:14,2024/2/17 12:14,杜伦大学,科学计算与数据分析（地球与环境科学）理学硕士,桂林电子科技大学,计算机科学与技术,1. 某科技公司产品开发2. 某数据科技公司数据运营3. 某科技公司数据分析师4. 简易校园导航系统5. 毕设《医保助手APP的设计与实现》,三年以上工作经验,86.4,在准备，不考
,W同学,2024/2/17 12:13,2024/2/17 12:13,格拉斯哥大学,信息技术理学硕士,天津师范大学,生物技术,1. 动植物野外实习组长2. 北京市水产研究所实习学生3. 基因工程实验 利用IPTG诱导大肠杆菌表达重组绿色荧光蛋白EGFP4. 大学生创新创业训练项目校级立项 “继代次数对苇蘑菌株活性的影响”5. 生物技术大实验-Taq DNA聚合酶基因的克隆、表达、纯化及活性分析?6. 毕业设计7. 论文《天津七里海野生苇蘑菌株继代培养基的筛选》8. 论文《黄绿蜜环菌的研究进展》,两年工作经验,84,无
,W同学,2024/2/17 12:12,2024/2/17 12:12,格拉斯哥大学,全球经济理学硕士,华东理工大学,经济学,1. 久远谦长PTA Intern2. 华安基金券商业务组助理3. 碧迪医疗器械（上海）有限公司财务实习生4. 兴业证券股份有限公司股权承做岗5. “互联网+”大学生创新创业大赛——基于纳米递药系统的抗肝纤维化靶向药物创新研发6. “正大杯”全国大学生市场分析与调查大赛二等奖,大四,80.16,托福103(L:27/R:29/W:24/S:23)
,J同学,2024/2/17 12:12,2024/2/17 12:12,格拉斯哥大学,全球经济理学硕士,北京师范大学珠海分校,会计学,1. 广州某电梯工程有限公司出纳2. 北京某会计师事务所 审计助理3. 《疫情背景下全球经济发展预测》4. 课程设计：《某乳业公司预测报告》,已毕业,82,待考，不考
,C同学,2024/2/17 12:12,2024/2/17 12:12,格拉斯哥大学,城市交通理学硕士,南京航空航天大学,交通运输（机场运行与管理）,1. 南京魔梵信息科技有限公司2. 北京首都国际机场3. 中国邮政航空有限责任公司,三年以上工作经验,85,雅思6
,M同学,2024/2/17 12:13,2024/2/17 12:13,格拉斯哥大学,城市交通理学硕士,长沙理工大学,交通工程,1. 上海建工七建集团第三工程公司技术员2. 上海建工七建集团第三工程公司技术员3. 长沙市劳动西路-白沙路交叉口交通组织优化设计4. 课设《 某过江通道规划设计》5. 课程设计《加州高速公路交通数据处理及预测分析》6. 毕业论文《综合主客观因素的城市非机动车评价与优化》7. 长沙市劳动西路-白沙路交叉口交通组织优化设计8. 课设《 某过江通道规划设计》9. 课程设计《加州高速公路交通数据处理及预测分析》10. 毕业论文《综合主客观因素的城市非机动车评价与优化》,已毕业,82.27,六级450，无
,W同学,2024/2/17 12:15,2024/2/17 12:15,格拉斯哥大学,经济、国际银行与金融理学硕士,华东理工大学,经济学,1. 久远谦长PTA Intern2. 华安基金券商业务组助理3. 碧迪医疗器械（上海）有限公司财务实习生4. 兴业证券股份有限公司股权承做岗5. “互联网+”大学生创新创业大赛——基于纳米递药系统的抗肝纤维化靶向药物创新研发6. “正大杯”全国大学生市场分析与调查大赛二等奖,大四,80.16,托福103(L:27/R:29/W:24/S:23)
,W同学,2024/2/17 12:15,2024/2/17 12:15,格拉斯哥大学,经济发展理学硕士,华东理工大学,经济学,1. 久远谦长PTA Intern2. 华安基金券商业务组助理3. 碧迪医疗器械（上海）有限公司财务实习生4. 兴业证券股份有限公司股权承做岗5. “互联网+”大学生创新创业大赛——基于纳米递药系统的抗肝纤维化靶向药物创新研发6. “正大杯”全国大学生市场分析与调查大赛二等奖,大四,80.16,托福103(L:27/R:29/W:24/S:23)
,Y同学,2024/2/17 12:13,2024/2/17 12:13,格拉斯哥大学,软件开发理学硕士,西安交通大学,工业设计,1. xx汽车股份有限公司 智能驾驶产品经理2. 基于xx医疗的xx药效预测3. 中国高校计算机大赛2020微信小程序应用开发赛,三年工作经验,81.48,
,W同学,2024/2/17 12:13,2024/2/17 12:13,格拉斯哥大学,软件开发理学硕士,天津师范大学,生物技术,1. 动植物野外实习组长2. 北京市水产研究所实习学生3. 基因工程实验 利用IPTG诱导大肠杆菌表达重组绿色荧光蛋白EGFP4. 大学生创新创业训练项目校级立项 “继代次数对苇蘑菌株活性的影响”5. 生物技术大实验-Taq DNA聚合酶基因的克隆、表达、纯化及活性分析?6. 毕业设计7. 论文《天津七里海野生苇蘑菌株继代培养基的筛选》8. 论文《黄绿蜜环菌的研究进展》,两年工作经验,84,无
,W同学,2024/2/17 12:15,2024/2/17 12:15,格拉斯哥大学,金融经济学理学硕士,华东理工大学,经济学,1. 久远谦长PTA Intern2. 华安基金券商业务组助理3. 碧迪医疗器械（上海）有限公司财务实习生4. 兴业证券股份有限公司股权承做岗5. “互联网+”大学生创新创业大赛——基于纳米递药系统的抗肝纤维化靶向药物创新研发6. “正大杯”全国大学生市场分析与调查大赛二等奖,大四,80.16,托福103(L:27/R:29/W:24/S:23)
,G同学,2024/2/17 12:12,2024/2/17 12:12,波士顿大学,经济学硕士,上海财经大学,投资学,1. 数模竞赛2. 某券商行研实习3. 某金融公司数据分析实习,大四,3.26,托福103，GRE320
,L同学,2024/2/17 12:12,2024/2/17 12:12,波士顿大学,经济学硕士,北京师范大学-香港浸会大学联合国际学院,财务管理,1. 某会计公司审计实习2. 某银行实习3. 某银行实习,大四,3.82,托福101
,W同学,2024/2/17 12:12,2024/2/17 12:12,波士顿大学,经济学硕士,上海财经大学,国际金融,1. 申万宏源证券投行部实习2. 某基金管理公司渠道管理实习3. 兴业证券固收债券实习,大四,2.95,雅思7，GRE324
,Z同学,2024/2/17 12:14,2024/2/17 12:14,波士顿大学,计算机科学硕士,,日语,1. 机器学习项目实战2. 中国移动信息安全中心实习3. 中国移动online信息科技部门实习4. python日语词汇应用程序开发,大四,4.39,托福95
,Y同学,2024/2/17 12:16,2024/2/17 12:16,澳大利亚国立大学,应用金融学硕士,,金融学（保险方向）,1. 全国大学生电子商务“创新、创意及创业”挑战赛2. 全国高校商业精英挑战赛,已毕业,82.35,雅思7
,L同学,2024/2/17 12:13,2024/2/17 12:13,爱丁堡大学,健康体育活动理学硕士,北京工业大学,市场营销（体育特长班）,1. 互联网+ ：无人机采摘项目推广策划书2. 互联网经济相关一作论文3. 电商相关一作论文4. 互联网+：基于神经网络的智能垃圾桶项目策划书5. 足球教练实习,大四,85.96,无
