school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
莱斯大学,土木环境工程硕士,Master of Civil and Environmental Engineering,"工科,环境工程",专业方向: 环境工程 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 52070美元/年,"2学期微积分课程,1学期微分方程,1年化学,1学期化学,1学期生物,1学期流体力学",,{{ per_lang.name }},,,us,莱斯大学_土木环境工程硕士.json
密歇根大学安娜堡分校,数学理学硕士,MS in Mathematics (General),"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 31学分 项目学费: 50,000美元","先修课要求 三个学期的微积分 一到两个学期的微分方程 一学期的代数,线性代数,几何或拓扑课程 高等微积分 此外,学生应完成至少三门额外的数学课程和至少两门相关领域的课程,如统计学、计算机科学或物理科学 在不太全面的课程中成绩优异的学生将被考虑录取,但如果被录取,应该期望在研究生院的前一两个学期完成数学本科准备",,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_数学理学硕士.json
威斯康星大学麦迪逊分校,农业应用经济学理学硕士,MS in Agricultural and Applied Economics,"商科,经济","专业方向: 经济 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 25,578美元/每学年",申请者应修过中级微观经济理论、中级宏观经济理论、两个学期的微积分和入门统计课程。,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_农业应用经济学理学硕士.json
耶鲁大学,国际与发展经济学硕士,Master in International and Development Economics,"商科,经济",专业方向: 经济 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 44500美元/学年 项目规模: 30人 平均成绩: 3.84 国际学生: 93% 男女比例: 40:60,建议修过微观经济学、计量经济学、宏观经济学课程；了解多元微积分、概率和统计、线性(矩阵)代数知识,,{{ per_lang.name }},,,us,耶鲁大学_国际与发展经济学硕士.json
西北大学（美国）,传播学硕士,Master of Science in Communication,"社科,传播",专业方向: 传播 入学时间: 秋季 项目时长: 1年 项目学费: 70719美元,,,{{ per_lang.name }},,,us,西北大学（美国）_传播学硕士.json
东北大学（美国）,网络安全硕士,MS in Cybersecurity,"工科,计算机",专业方向: 计算机 项目类别: STEM 入学时间: 秋季/春季 项目时长: 2-3年 项目学费: 50200美元,具备编码/编程背景（课程或者同等经验）；本科具备数学背景；熟悉Linux系统。,,{{ per_lang.name }},,,us,东北大学（美国）_网络安全硕士.json
约翰霍普金斯大学,房地产和基础设施硕士,MS in Real Estate and Infrastructure,"商科,房地产",专业方向: 房地产 项目类别: STEM 入学时间: 秋季 项目时长: 一年 项目学费: 73000美元 平均成绩: 3.13 国际学生: 79% 男女比例: 67:33,无,,{{ per_lang.name }},,,us,约翰霍普金斯大学_房地产和基础设施硕士.json
华盛顿大学,应用数学理学硕士,MS in Applied Mathematics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 31,530美元/年 项目规模: 25人",GPA 3.2; 应持有相当于数学，应用数学或其他科学或工程分支的学士学位还应该完成微积分、微分方程、线性代数、数值分析或科学计算的课程能够使用Matlab，C，C，Python，Fortran或类似的科学计算语言进行编程,,{{ per_lang.name }},,,us,华盛顿大学_应用数学理学硕士.json
福特汉姆大学,数据科学与量化经济学理学硕士,MS in Data Science and Quantitative Economics,"理科,数据科学","专业方向: 数据科学 项目类别: STEM 入学时间: 秋季,春季 项目时长: 30学分 项目学费: 1,732美元/学分",,,{{ per_lang.name }},,,us,福特汉姆大学_数据科学与量化经济学理学硕士.json
纽约大学,机械工程理学硕士,MS in Mechanical Engineering,"工科,机械工程",专业方向: 机械工程 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 2120美元/学分,"GPA3.0以上,机械工程背景,非机械工程背景可能会被考虑录取但要入学前补修额外的课程,根据补课成绩做入学评估",,{{ per_lang.name }},,,us,纽约大学_机械工程理学硕士.json
南加州大学,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 两年 项目学费: 85,480美元 项目规模: 190人 平均成绩: 3.58 平均G: 321 国际学生: 41%",申请者必须持有地区认可机构的学士学位,,{{ per_lang.name }},,,us,南加州大学_工商管理硕士.json
达特茅斯学院,工程管理硕士,Master of Engineering Management,"工科,工程管理",专业方向: 工程管理 入学时间: 秋季 项目时长: 4学期 项目学费: 26921美元/学期,,,{{ per_lang.name }},,,us,达特茅斯学院_工程管理硕士.json
佐治亚理工学院,化学工程理学硕士,MS in Chemical Engineering,"工科,化工",专业方向: 化工 入学时间: 秋季 项目时长: 31学分 项目学费: 1215美元/学分,"具有化学工程、生物工程、造纸科学与工程或密切相关学科背景。GPA达到3.3/4.0。国内学历的学生建议用 IEE(link is external), Educational Perspectives(link is external), or SpanTran Pathways做Evaluation",,{{ per_lang.name }},,,us,佐治亚理工学院_化学工程理学硕士.json
布朗大学,数据科学硕士,Sc.M. in Data Science,"理科,数据科学",专业方向: 数据科学 入学时间: 秋季 项目时长: 16-24个月 项目学费: 8898美元/课程 项目规模: 30人,建议修过至少一年的微积分、一个学期的线性代数、一个学期的微积分概率论与数理统计和编程课程,,{{ per_lang.name }},,,us,布朗大学_数据科学硕士.json
杜克大学,工程管理硕士,Master of Engineering Management,"工科,工程管理",专业方向: 工程管理 入学时间: 秋季 项目时长: 30学分 项目学费: 61272美元/年,"非工科的学生,需要学 微积分I 微积分II ,微积分III（或统计,或微积分 II 以外的其他数学课程）； 至少两门工程、计算机科学、数学科学或物理科学课程；。",,{{ per_lang.name }},,,us,杜克大学_工程管理硕士.json
杜克大学,政治经济学分析硕士,Master of Arts in Analytical Political Economy,"商科,经济",专业方向: 经济 入学时间: 秋季 项目时长: 3-4学期 项目学费: 28950美元/学期 项目规模: 10人 平均成绩: 3.9,,,{{ per_lang.name }},,,us,杜克大学_政治经济学分析硕士.json
南加州大学,地理设计、环境和健康理学硕士,MS in Geodesign Environment and Health,"工科,地球科学","专业方向: 地球科学 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 71,808美元",本科GPA达到3.0以上,,{{ per_lang.name }},,,us,南加州大学_地理设计、环境和健康理学硕士.json
加州大学欧文分校,软件工程硕士,Master of Software Engineering,"工科,计算机",专业方向: 计算机 入学时间: 秋季 项目时长: 5 quarters 项目学费: 10695美元/quarter,GPA至少3.0,,{{ per_lang.name }},,,us,加州大学欧文分校_软件工程硕士.json
福特汉姆大学,管理学硕士,MS in Management,"商科,管理","专业方向: 管理 入学时间: 春季/夏季/秋季 项目时长: 30学分 项目学费: 1,800美元/学分",,,{{ per_lang.name }},,,us,福特汉姆大学_管理学硕士.json
俄亥俄州立大学,统计学硕士,MS in Statistics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 37,140美元/年",学过微积分和线性代数课程,,{{ per_lang.name }},,,us,俄亥俄州立大学_统计学硕士.json
北卡罗来纳大学教堂山分校,媒体与传播学文学硕士-理论和研究,MA in Media and Communication-Theory and Research,"社科,传播","专业方向: 传播 入学时间: 秋季 项目时长: 两年 项目学费: 57,677美元 项目规模: 小于20人",GPA达到3.0或以上,,{{ per_lang.name }},,,us,北卡罗来纳大学教堂山分校_媒体与传播学文学硕士-理论和研究.json
波士顿大学,统计实践硕士,Master of Science in Statistical Practice,"理科,数学",专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 66670美元,"微积分和核心统计（通过以前的课程或同等工作经验）熟悉计算（例如,一个学期的编程课程、R 语言经验等）概率和线性代数",,{{ per_lang.name }},,,us,波士顿大学_统计实践硕士.json
迈阿密大学,材料工程理学硕士,MS in Materials Engineering,"工科,材料","专业方向: 材料 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 19,530美元/学期",GPA 3.0; 向具有生物医学工程、土木工程、材料科学、机械工程或其他密切相关背景学士学位的学生开放,,{{ per_lang.name }},,,us,迈阿密大学_材料工程理学硕士.json
哥伦比亚大学,信息与知识策略理学硕士,MS in Information and Knowledge Strategy,"商科,信息系统","专业方向: 信息系统 项目类别: STEM 入学时间: 夏季/春季/秋季 项目时长: 1.5年 项目学费: 90,864美元",至少三到五年的相关工作经验，并具有领导经验。,,{{ per_lang.name }},,,us,哥伦比亚大学_信息与知识策略理学硕士.json
伊利诺伊大学香槟分校,东亚语言和文化文学硕士,MA in East Asian Languages and Cultures,"社科,文化","专业方向: 文化 入学时间: 秋季 项目时长: 32学分 项目学费: 27,311美元",GPA3.0及以上。,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_东亚语言和文化文学硕士.json
福特汉姆大学,定量金融理学硕士,Master of Science in Quantitative Finance,"商科,金工金数",专业方向: 金工金数 项目类别: STEM 入学时间: 秋季 项目时长: 12-24个月 项目学费: 75690美元 项目规模: 100人 平均G: 168 就业比例: 85% 平均起薪: 91778美元,,,{{ per_lang.name }},,,us,福特汉姆大学_定量金融理学硕士.json
迈阿密大学,商业分析硕士,Master of Science in Business Analytics,"商科,商业分析",专业方向: 商业分析 项目类别: STEM 入学时间: 秋季 项目时长: 10个月 项目学费: 2030美元/学分 项目规模: 90人 国际学生: 70% 就业比例: 94%,,,{{ per_lang.name }},,,us,迈阿密大学_商业分析硕士.json
加州大学伯克利分校,教育学硕士,Master's in Education,"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 1年 项目学费: 19345.25美元/学期,本科GPA3.0以上,,{{ per_lang.name }},,,us,加州大学伯克利分校_教育学硕士.json
加州大学洛杉矶分校,健康数据科学,Master of Data Science in Health,"理科,数据科学",专业方向: 数据科学 项目类别: STEM 入学时间: 秋季 项目时长: 20个月 项目学费: 28800美元/年,GPA要至少3.0,,{{ per_lang.name }},,,us,加州大学洛杉矶分校_健康数据科学.json
康奈尔大学,管理学硕士-会计方向,MPS in Management – Accounting Specialization,"商科,会计",专业方向: 会计 项目类别: STEM 入学时间: 春季/秋季 项目时长: 1年 项目学费: 58586美元 项目规模: 45人 就业比例: 91% 平均起薪: 60002美元 留美比例: 94%,"需要完成经济学,统计学,商业或管理,财务会计,金融和市场营销的先修课程。",,{{ per_lang.name }},,,us,康奈尔大学_管理学硕士-会计方向.json
加州大学圣塔芭芭拉分校,教育文学硕士,MA in Education,"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 2-3年 项目学费: 11442美元/季度,GPA3.0以上,,{{ per_lang.name }},,,us,加州大学圣塔芭芭拉分校_教育文学硕士.json
弗吉尼亚大学,商业硕士-市场营销与管理方向,MS in Commerce-Marketing & Management Track,"商科,管理",专业方向: 管理 项目类别: STEM 入学时间: 秋季 项目时长: 10个月 项目学费: 46780美元 就业比例: 98% 平均起薪: 66643美元,财务会计、微观经济学、统计,,{{ per_lang.name }},,,us,弗吉尼亚大学_商业硕士-市场营销与管理方向.json
康奈尔大学,生物环境工程理学硕士,MS in Biological and Environmental Engineering,"工科,环境工程",专业方向: 环境工程 入学时间: 秋季/春季 项目时长: 2学期 项目学费: 20800美元,"工程,物理,生物等相关本科专业,同时充分准备数学与物理课程",,{{ per_lang.name }},,,us,康奈尔大学_生物环境工程理学硕士.json
乔治城大学,公共政策硕士,Master of Public Policy,"社科,公共政策与事务",专业方向: 公共政策与事务 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 2214美元/学分 项目规模: 108人 国际学生: 35% 男女比例: 44:56 就业比例: 99% 留美比例: 86%,"需要完成3学分的微观经济学课程,成绩至少为B",,{{ per_lang.name }},,,us,乔治城大学_公共政策硕士.json
乔治华盛顿大学,社会学硕士,MA in Sociology,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 春季/秋季 项目时长: 36学分 项目学费: 1,950美元/学分",,,{{ per_lang.name }},,,us,乔治华盛顿大学_社会学硕士.json
布兰迪斯大学,化学文学硕士,MA in Chemistry,"理科,化学","专业方向: 化学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 1年 项目学费: 55,104美元",无,,{{ per_lang.name }},,,us,布兰迪斯大学_化学文学硕士.json
波士顿大学,遥感与地理空间科学硕士,MS in Remote Sensing & Geospatial Sciences,"工科,地球科学",专业方向: 地球科学 项目类别: STEM 入学时间: 秋季 项目时长: 32学分 项目学费: 63798美元/学年,,,{{ per_lang.name }},,,us,波士顿大学_遥感与地理空间科学硕士.json
卡内基梅隆大学,公共政策和数据分析,MS in Public Policy & Management: Data Analytics,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 两年 项目学费: 52,530美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,,{{ per_lang.name }},,,us,卡内基梅隆大学_公共政策和数据分析.json
威斯康星大学麦迪逊分校,工业工程理学硕士-系统工程与分析,MS in Industrial Engineering-Systems Engineering and Analytics,"工科,工业工程","专业方向: 工业工程 项目类别: STEM 入学时间: 秋季/春季 项目时长: 12–16个月 项目学费: 36,000美元",拥有认可机构的工程或相关学科的理学学士学位。Prefer修过数理统计课程和编程课程。,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_工业工程理学硕士-系统工程与分析.json
迈阿密大学,全球健康与社会文学硕士,Master of Arts in Global Health and Society,"社科,公共卫生","专业方向: 公共卫生 入学时间: 秋季/春季/夏季 项目时长: 2年 项目学费: 2,310 美元/学分",GPA 3.0,,{{ per_lang.name }},,,us,迈阿密大学_全球健康与社会文学硕士.json
杜克大学,公共政策硕士,Master of Public Policy,"社科,公共政策与事务",专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 2年 项目学费: 105840美元 项目规模: 80人 就业比例: 93%,"先修课：统计和微观经济学,成绩至少为B",,{{ per_lang.name }},,,us,杜克大学_公共政策硕士.json
亚利桑那州立大学,供应链管理硕士,MS in Supply Chain Management,"商科,供应链管理","专业方向: 供应链管理 项目类别: STEM 入学时间: 秋季 项目时长: 9个月 项目学费: 40,452美元",,,{{ per_lang.name }},,,us,亚利桑那州立大学_供应链管理硕士.json
约翰霍普金斯大学,材料科学与工程理学硕士,MSE in Materials Science and Engineering,"工科,材料",专业方向: 材料 入学时间: 秋季/春季 项目时长: 8-10门课 项目学费: 58720美元/年,1、强烈建议提交wes,,{{ per_lang.name }},,,us,约翰霍普金斯大学_材料科学与工程理学硕士.json
耶鲁大学,统计与数据科学硕士,M.S. in Statistics & Data Science,"理科,数据科学",专业方向: 数据科学 入学时间: 秋季 项目时长: 12门课 项目学费: 44500美元/年 项目规模: 15-20人,,,{{ per_lang.name }},,,us,耶鲁大学_统计与数据科学硕士.json
杜克大学,材料工程与科学工学硕士,MEng in Materials Science and Engineering,"工科,材料",专业方向: 材料 入学时间: 秋季 项目时长: 3个学期 项目学费: 30250美元/学期 平均成绩: 3.4-3.7 平均G: Q163-169 V152-161,仅接受秋季申请,,{{ per_lang.name }},,,us,杜克大学_材料工程与科学工学硕士.json
宾夕法尼亚大学,定量方法哲学硕士,Master of Philosophy in Education in Quantitative Methods,"社科,其他社科","专业方向: 其他社科 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 85,752美元",该项目专为已经获得相关硕士学位并希望进一步掌握量表开发和评估、随机现场试验和实验设计、多元统计分析以及高质量证据生成的专业人士而设计。,,{{ per_lang.name }},,,us,宾夕法尼亚大学_定量方法哲学硕士.json
佐治亚理工学院,可持续能源与环境管理硕士,Master of Sustainable Energy and Environmental Management,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 30学分 项目学费: 24,499美元",Prefer有分析背景,,{{ per_lang.name }},,,us,佐治亚理工学院_可持续能源与环境管理硕士.json
美利坚大学,金融学硕士,MS in Finance,"商科,金融","专业方向: 金融 入学时间: 春季/秋季 项目时长: 1-2年 项目学费: 61,578美元",暂无,,{{ per_lang.name }},,,us,美利坚大学_金融学硕士.json
贝勒大学,计算机科学硕士,MS in Computer Science,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季/春季 项目时长: 36学分 项目学费: 82,260美元",,,{{ per_lang.name }},,,us,贝勒大学_计算机科学硕士.json
杨百翰大学,计算机科学理学硕士,MS in Computer Science,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 30-33学分 项目学费: 7,932美元/学期",本科获得计算机及相关领域学位，GPA达到3.25及以上（需要认证，但只接受ierf和SpanTran两家机构，不接受wes）,,{{ per_lang.name }},,,us,杨百翰大学_计算机科学理学硕士.json
乔治城大学,欧亚、俄罗斯与东欧研究硕士,"MA in Eurasian, Russian, and East European Studies","社科,文化","专业方向: 文化 入学时间: 秋季 项目时长: 36学分 项目学费: 59,895美元",申请者需要提供Self-Reported GPA申请者需要掌握课程相关的地区语言,,{{ per_lang.name }},,,us,乔治城大学_欧亚、俄罗斯与东欧研究硕士.json
明尼苏达大学双城分校,公共政策硕士,Master of Public Policy,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 45学分 项目学费: 15,342美元/学期 项目规模: 68人人 平均成绩: 3.49 国际学生: 13% 就业比例: 93%",完成四年制本科学位最好之前有数学、统计和经济学方面的院系经验,,{{ per_lang.name }},,,us,明尼苏达大学双城分校_公共政策硕士.json
纽约大学,项目管理理学硕士,MS in Project Management,"工科,工程管理",专业方向: 工程管理 项目类别: STEM 入学时间: 秋季/春季 项目时长: 36学分 项目学费: 23584美元/学期,,,{{ per_lang.name }},,,us,纽约大学_项目管理理学硕士.json
宾夕法尼亚大学,统计、测量、评估和研究技术硕士,"M.S.Ed program Statistics, Measurement, Assessment and Research Technology (SMART)","理科,数学",专业方向: 数学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 1年 项目学费: 69440美元,统计学入门课程,,{{ per_lang.name }},,,us,宾夕法尼亚大学_统计、测量、评估和研究技术硕士.json
加州大学圣地亚哥分校,材料科学与工程理学硕士,Master of Science in Materials Science and Engineering,"工科,材料",专业方向: 材料 入学时间: 秋季 项目时长: 36学分 项目学费: 32686美元/年 平均成绩: 3.5 平均G: Q165,,,{{ per_lang.name }},,,us,加州大学圣地亚哥分校_材料科学与工程理学硕士.json
卡内基梅隆大学,管理学理学硕士,Master of Science in Management,"商科,管理",专业方向: 管理 项目类别: STEM 入学时间: 秋季 项目时长: 10个月 项目学费: 66820美元/年,完成至少一门大学水平的数学课程,,{{ per_lang.name }},,,us,卡内基梅隆大学_管理学理学硕士.json
卡内基梅隆大学,化学工程硕士,Master of Chemical Engineering,"工科,化工","专业方向: 化工 项目类别: STEM 入学时间: 春季/秋季 项目时长: 2学期 项目学费: 52,100美元",申请者必须在DDL前提交所有申请材料,,{{ per_lang.name }},,,us,卡内基梅隆大学_化学工程硕士.json
密歇根州立大学,传播学文学硕士,MA in Communication,"社科,传播","专业方向: 传播 入学时间: 秋季 项目时长: 2年 项目学费: 1,654美元/学分 项目规模: 100人 国际学生: 25%",GPA3.2,,{{ per_lang.name }},,,us,密歇根州立大学_传播学文学硕士.json
弗吉尼亚理工大学,电子与计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科,电气电子","专业方向: 电气电子 项目类别: STEM 入学时间: 春季/秋季 项目时长: 32学分 项目学费: 1,740.5美元/学分",GPA3.3,,{{ per_lang.name }},,,us,弗吉尼亚理工大学_电子与计算机工程理学硕士.json
威廉玛丽学院,化学理学硕士,MS in Chemistry,"理科,化学","专业方向: 化学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 2年 项目学费: 50,336美元",相关专业，GPA3.0以上,,{{ per_lang.name }},,,us,威廉玛丽学院_化学理学硕士.json
康涅狄格大学,商业分析和项目管理理学硕士,MS in Business Analytics and Project Management,"商科,商业分析","专业方向: 商业分析 项目类别: STEM 入学时间: 春季/秋季/夏季 项目时长: 37学分 项目学费: 1,150美元/学分",,,{{ per_lang.name }},,,us,康涅狄格大学_商业分析和项目管理理学硕士.json
叶史瓦大学,数字营销和传媒理学硕士,MS in Digital Marketing and Media,"商科,市场营销","专业方向: 市场营销 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 25,000美元",GPA3.0,,{{ per_lang.name }},,,us,叶史瓦大学_数字营销和传媒理学硕士.json
范德堡大学,数据科学理学硕士,MS in Data Science,"理科,数据科学",专业方向: 数据科学 入学时间: 秋季 项目时长: 48学分 项目学费: 2150美元/学分,1. 四年制学士学位 2. 必须有编程课程或相关职业经历,,{{ per_lang.name }},,,us,范德堡大学_数据科学理学硕士.json
德州农工大学,统计数据科学理学硕士,MS in Statistical Data Science,"理科,数学","专业方向: 数学 入学时间: 秋季 项目时长: 36学分 项目学费: 73,000美元",暂无,,{{ per_lang.name }},,,us,德州农工大学_统计数据科学理学硕士.json
康涅狄格大学,数学硕士 - 精算学方向,M.S. in Mathematics – Concentration in Actuarial Science,"理科,数学","专业方向: 数学 入学时间: 春季/秋季 项目时长: 3-4学期 项目学费: 2,227美元/学期",GPA3.5,,{{ per_lang.name }},,,us,康涅狄格大学_数学硕士 - 精算学方向.json
加州大学圣地亚哥分校,计算机科学硕士,Master of Science in Computer Science,"工科,计算机",专业方向: 计算机 入学时间: 秋季 项目时长: 2年 项目学费: 32685美元/年,,,{{ per_lang.name }},,,us,加州大学圣地亚哥分校_计算机科学硕士.json
佛罗里达大学,生物医学工程理学硕士,MS in Biomedical Engineering,"工科,生物工程","专业方向: 生物工程 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 30,134美元",申请者需持有工程、科学、物理或数学学士学位 先修课要求 专业预科课程学生必须证明在以下每个领域或同等领域的能力（以学期为基础） 3门微积分课程 1微分方程课程 2门物理微积分课程 1 普通化学课程 3 门生物化学、生物学和/或化学课程 1 门技术交流课程 1门课程涵盖一种编程语言（Java、MatLab、C、C等）,,{{ per_lang.name }},,,us,佛罗里达大学_生物医学工程理学硕士.json
德州农工大学,土木工程工学硕士,MEng Civil Engineering,"工科,土木工程",专业方向: 土木工程 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 39363美元/学期,,,{{ per_lang.name }},,,us,德州农工大学_土木工程工学硕士.json
斯坦福大学,电气工程硕士,MS in Electrical Engineering,"工科,电气电子",专业方向: 电气电子 入学时间: 秋季 项目时长: 1.5-2年 项目学费: 18635美元/学期,,,{{ per_lang.name }},,,us,斯坦福大学_电气工程硕士.json
普渡大学西拉法叶分校,机械工程专业理学硕士,Professional Master of Science in Mechanical Engineering,"工科,机械工程",专业方向: 机械工程 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 9401美元/学期,1、GPA3.2以上2、未毕业需要提交在读证明3、工程或科学学士学位的学生。欢迎航空航天工程、材料科学工程、电气工程、数学、物理等专业的学生申请。需要完成微积分 1、2、3、微分方程、线性代数、物理 1 和 2。4、在截止日期之前递交所有申请材料,,{{ per_lang.name }},,,us,普渡大学西拉法叶分校_机械工程专业理学硕士.json
华盛顿大学,专业会计硕士,Master of Professional Accounting,"商科,会计","专业方向: 会计 项目类别: STEM 入学时间: 秋季 项目时长: 9个月 项目学费: 28,200美元/年 项目规模: 50人",拥有会计相关学位，持有商业学位的申请者需要在9月之前完成官网列出的先修课程。获得非美国地区学位者必须提供GMAT,,{{ per_lang.name }},,,us,华盛顿大学_专业会计硕士.json
匹兹堡大学,管理信息系统硕士,Master of Science in Management Information Systems,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 20857美元/学期,,,{{ per_lang.name }},,,us,匹兹堡大学_管理信息系统硕士.json
凯斯西储大学,生物理学硕士,MS in Biology,"理科,生物",专业方向: 生物 项目类别: STEM 入学时间: 秋季 项目时长: 48学分 项目学费: 101676美元,1. 本科专业为理科 2. GPA至少3.0 3. 需要在生物科学或相关领域有不错的研究或教学经历,,{{ per_lang.name }},,,us,凯斯西储大学_生物理学硕士.json
耶鲁大学,机械工程与材料科学理学硕士,MS in Mechanical Engineering & Materials Science,"工科,机械工程",专业方向: 机械工程 入学时间: 秋季 项目时长: 2年 项目学费: 45700美元/年,,,{{ per_lang.name }},,,us,耶鲁大学_机械工程与材料科学理学硕士.json
德克萨斯大学奥斯汀分校,信息技术与管理理学硕士,MS in Information Technology and Management,"商科,信息系统","专业方向: 信息系统 项目类别: STEM 入学时间: 夏季 项目时长: 10个月 项目学费: 22,952美元",有一定的数学能力、定量分析能力和强大的沟通能力。,,{{ per_lang.name }},,,us,德克萨斯大学奥斯汀分校_信息技术与管理理学硕士.json
乔治城大学,供应链管理硕士,Master's in Supply Chain Management,"商科,供应链管理","专业方向: 供应链管理 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 33学分 项目学费: 50,391美元",申请者必须持有地区认可机构的学士学位,,{{ per_lang.name }},,,us,乔治城大学_供应链管理硕士.json
耶鲁大学,公共政策硕士,Master of Public Policy,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 1年 项目学费: 56,800美元/年 项目规模: 35人 平均成绩: 3.7 平均G: 326 国际学生: 60% 男女比例: 43:57",本科学位。建议7年以上工作经验，适合职业生涯中期人士,,{{ per_lang.name }},,,us,耶鲁大学_公共政策硕士.json
圣路易斯华盛顿大学,计算机科学理学硕士,MS in Computer Science,"工科,计算机",专业方向: 计算机 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 59420美元/年,"1. 先修课：完成或通过考试：计算机科学概论,数据结构和算法",,{{ per_lang.name }},,,us,圣路易斯华盛顿大学_计算机科学理学硕士.json
宾夕法尼亚大学,计算机与信息技术硕士,Master of Computer and Information Technology,"工科,计算机",专业方向: 计算机 入学时间: 秋季 项目时长: 10门课 项目学费: 7594美元/课 项目规模: 48人 平均成绩: 3.8,,,{{ per_lang.name }},,,us,宾夕法尼亚大学_计算机与信息技术硕士.json
哥伦比亚大学,社会学文学硕士,MA in Sociology,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 秋季 项目时长: 一年 项目学费: 64,726美元",无,,{{ per_lang.name }},,,us,哥伦比亚大学_社会学文学硕士.json
雪城大学,网络安全理学硕士,MS in Cybersecurity,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 30学分 项目学费: 54,060美元",GPA3.0，建议在基本系统知识，数据结构，离散数学和高级编程（C和C）方面表现出核心能力,,{{ per_lang.name }},,,us,雪城大学_网络安全理学硕士.json
乔治华盛顿大学,数据科学理学硕士,MS in Data Science,"理科,数据科学","专业方向: 数据科学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 1,950美元/学分",有编程相关专业背景,,{{ per_lang.name }},,,us,乔治华盛顿大学_数据科学理学硕士.json
哈佛大学,房地产硕士,Master in Real Estate,"商科,房地产","专业方向: 房地产 项目类别: STEM 入学时间: 秋季 项目时长: 一年 项目学费: 82,500美元 项目规模: 25人",有学士学位。2年以上房地产或相关领域（城市规划、城市设计、建筑、风景园林等）专业经验者优先。,,{{ per_lang.name }},,,us,哈佛大学_房地产硕士.json
杜兰大学,数学理学硕士,MS in Mathematics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 24-30学分 项目学费: 57,900美元",GPA3.0以上,,{{ per_lang.name }},,,us,杜兰大学_数学理学硕士.json
佐治亚理工学院,应用语言与跨文化研究,Master's in Applied Languages and Intercultural Studies,"社科,文化",专业方向: 文化 入学时间: 秋季 项目时长: 30学分 项目学费: 约14570美元/学期,相关人文社科背景，拥有较强语言能力（偏好德、法、西班牙语）或者相关文化研究能力,,{{ per_lang.name }},,,us,佐治亚理工学院_应用语言与跨文化研究.json
斯蒂文斯理工学院,数据科学硕士,MS in Data Science,"理科,数据科学","专业方向: 数据科学 项目类别: STEM 入学时间: 秋季/春季/夏季 项目时长: 30学分 项目学费: 43,528美元/年",本科是数学或计算机背景，GPA达到3.0以上,,{{ per_lang.name }},,,us,斯蒂文斯理工学院_数据科学硕士.json
