school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
新加坡国立大学,供应链管理理学硕士,MSc Supply Chain Management,"商科,供应链管理,工程学院",专业方向: 供应链管理 入学时间: 1/8月 项目时长: 1年 项目学费: 55590新币/年,持有认可院校颁发的工程、科学、计算机、数学、工商管理或任何相关学科的荣誉（优异）学位或同等学历 酌情优先考虑在物流/供应链管理行业具备至少2年工作经验的申请者,如今，新加坡国立大学供应链管理理学硕士课程已经享有很高的声誉，受到越来越多的人的欢迎。新加坡国立大学供应链管理理学硕士课程是一项跨学科的课程，融合了亚太物流研究院、新加坡国立大学工程学院的工业与系统工程系以及商学院的决策科学系等多个院系的共同努力。 新加坡国立大学供应链管理理学硕士课程适合已在工程学、数学、计算机学、工商管理和其他相关学科取得荣誉学位、且想要在物流与供应链产业领域提升自身工作能力的毕业生。 新加坡国立大学供应链管理理学硕士课程的师资力量融合了来自亚太物流研究所、工业与系统工程系以及决策科学系的顶尖学者，并已获得新加坡最高经济规划部门、经济发展局、新加坡劳动力发展局、新加坡标准委员会、新加坡国家生产力与生产标准以及中小企业促进局的认可。 新加坡国立大学供应链管理理学硕士课程融合了商业与工程学科的知识教学，旨在全面培养学生在规划、设计和运营亚太地区现代化供应链方面的能力；尤为强调让学生应用决策和分析理论解决现实问题。同时，通过参与必修的工程项目，学生将能够有效地胜任物流与供应链行业内的工作。学生还将有机会到物流与制造公司进行参观考察。 课程完成之际，供应链管理理学硕士课程的毕业生将能够掌握全球物流知识和工业工程知识，从而更好地承担物流与供应链行业内具有挑战性的工作。,{{ per_lang.name }},供应链管理思想和实践 (Supply Chain Management Thinking and Practice) 供应链协调和风险管理 (Supply Chain Coordination and Risk Management) 供应链系统建模 (Modelling for Supply Chain Systems) 课题研究项目 (Research Project) 供应链运营规划与管制 (Operations Planning and Control) 工程概率和仿真 (Engineering Probability and Simulation) 物流系统 (Material Flow Systems) 咨询分析工具 (Analytical Tools for Consulting) 计量风险管理 (Quantitative Risk Management) 供应链可视化和可操作的情报 (Supply Chain Visualization & Actionable Intelligence) 定数性运筹学模型 (Deterministic Operations Research Models) 医疗体系和分析 (Healthcare System and Analytics) 系统建模和模拟 (Systems Modelling and Advanced Simulation) 设施布局和位置 (Facility Layout and Location),,singapore,新加坡国立大学_供应链管理理学硕士.json
南洋理工大学,应用人工智能计算硕士,Master of Computing in Applied AI,"工科,计算机,计算机与数据科学学院",专业方向: 计算机 入学时间: 11月 项目时长: 1年,具有南洋理工大学认可的本科学位，具备至少2年工作经验者优先考虑,南洋理工大学应用人工智能计算硕士项目旨在为来自不同学科的专业人士提供知识和技能，以有效地应用负责任的人工智能来解决各自领域的问题，该课程弥合了人工智能理论与现实世界应用之间的差距，使来自不同领域的专业人士能够负责任地将人工智能整合到他们的工作流程中，提高组织效率。通过严格的课程，参与者将获得：人工智能的核心基础知识，确保对关键概念和方法的深刻理解；深入了解新兴的人工智能技术，使其始终处于创新的前沿；在人工智能实施方面的实践经验，使他们能够在各自的行业中有效和合乎道德地应用人工智能。该课程为拥有任意学科学士学位的在职专业人士量身定制，培养了一支面向未来的劳动力队伍，能够驾驭和利用人工智能的进步，加速新加坡企业和公共部门组织的人工智能驱动转型。,{{ per_lang.name }},"应用人工智能编程 (Applied AI Programming) 人工智能算法基础与应用 (AI Algorithms Fundamentals & Application) 人工智能用户体验与数据可视化设计原理 (AI UX & Data Visualisation Design Principles) 数据治理、准备与分析的最佳实践 (Best Practices in Data Governance, Preparation & Analytics) 人工智能伦理与治理基础 (Al Ethics & Governance Fundamentals) 解决人工智能伦理与治理问题 ( Addressing Issues in Al Ethics & Governance) 负责任的生成式人工智能与应用 (Responsible Generative Al & Applications) 解决生成式人工智能系统设计与部署问题 (Addressing Issues in Generative Al System Design and Deployment) 银行与金融领域的人工智能 (AI in Banking & Finance) 教育领域的人工智能 (AI in Education) 医疗保健领域的人工智能 (AI in Healthcare) 法律领域的人工智能 (AI in Law) 制造领域的人工智能 (AI in Manufacturing) 市场营销领域的人工智能 (AI in Marketing) 项目管理领域的人工智能 (AI in Project Management) 公司赞助的顶点项目 (Company-sponsored Capstone Project) 代理人工智能与应用 (Agentic Al and Applications) 推荐系统 (Recommendation System ) 大型语言模型与检索增强生成 (LLM and RAG) 强化学习 (Reinforcement Learning) 转换与生成对抗网络 (Transformer and Generative Adversarial Network) 深度学习与应用 (Deep Learning and Applications) 计算机视觉与应用 (Computer Vision and Applications) 自然语言处理与应用 (NLP and Applications) 嵌入式人工智能与应用 (Embedded Al and Applications)",,singapore,南洋理工大学_应用人工智能计算硕士.json
新加坡国立大学,传播学硕士,Master of Communication,"社科,媒体与传播,人文社科学院",专业方向: 媒体与传播 入学时间: 1/8月 项目时长: 1年 项目学费: 39295新币/年,"具有学士学位（成绩最好达到荣誉：优异/二等或以上）或同等学历（例如，4年制学士学位且平均成绩至少达到B或同等水平），需要相关学科背景 除上述学历外在研究生院认可的情况下可能根据具体情况考虑具有其他学历的申请者 持有非荣誉学士学位的本科学历者，需要具备2年相关行业经验 需要提供存款证明50,000新币",新加坡国立大学传播学社会科学硕士由新加坡国立大学艺术与社会科学学院传播与新媒体系提供。作为东南亚地区唯一一个聚焦新媒体领域提供媒体研究、互动媒体设计、文化研究和传播管理课程的大学院系，本系采用综合性多学科方法适应当今融合的媒体环境，提供尖端的专业知识，让学生在传播中牢牢把握数据的本质，成为数字领域的领导者。通过综合指导计划向媒体行业的领军人物学习，站在巨人的肩膀上。利用亚洲第一个传播学社会科学研究生学位课程的优势，通过聚焦新媒体和传播领导力、数字营销和数据分析，专注于数字传播和领导力。通过研究和应对当前和新兴趋势的课程，例如新加坡政府的SkillsFuture媒体技能框架所确定的趋势，获得对行业成功至关重要的工作技能。,{{ per_lang.name }},"战略与全球传播 (Strategic and Global Communication) 数字传播与分析 (Digital Communications and Analytics) 沟通与领导力 (Communications and Leadership) 实习 (Internship) 导师指导 (Mentorship) 计算机媒介环境 (Computer-Mediated Environments) 互动媒体艺术 (Interactive Media Arts) 可视化数据 (Visualising Data) 数字营销实践 (Digital Marketing Practices) 传播研究的应用 (Uses of Communication Research) 社交媒体分析导论 (Introduction to Social Media Analytics) 媒体、政策和市场 (Media, Policy, and Markets)",,singapore,新加坡国立大学_传播学硕士.json
新加坡国立大学,统计学理学硕士,MSc Statistics,"理科,数学,理学院",专业方向: 数学 入学时间: 8月 项目时长: 1年 项目学费: 52320新币/年,"具有荣誉学士学位或4年制学士学位，需要数学、工程学、统计学、生物统计学、定量金融、计算机科学、物理学、经济学等背景 具有3年制学位或其他专业领域学位或资格的申请者在研究生院批准的情况下可根据具体情况被考虑 需要提交存款证明52,000新币",新加坡国立大学统计学理学硕士课程让学生在一些感兴趣的主题中进行基础研究活动或解决公司和研究机构的实际问题。该硕士项目涵盖统计学、数据科学、大数据和分析的主要领域：数据科学的统计基础、应用回归、产品设计和过程改进的实验设计、非参数回归、质量控制和生产力改进分析、时间序列分析数据、多元数据分析、有限人口抽样、生存分析、分类数据分析、概率和随机过程、网络统计分析、空间统计、数据挖掘。与新引入的研究模块相辅相成，新加坡国立大学统计学理学硕士课程通过为学生提供解决工业和学术界实际问题的实用知识而脱颖而出。该项目非常适合希望从事统计相关工作的人。毕业生可以从事在以下行业：银行和金融、商业和营销、医疗和健康科学、制造和工程、研究和学术机构。,{{ per_lang.name }},数据科学统计基础 (Statistical Foundations of Data Science) 应用回归分析 (Applied Regression Analysis) 时间序列数据分析 (Analysis of Time Series Data) 有限总体抽样 (Sampling from Finite Populations) 统计研究项目 (Statistical Research Project) 产品设计与工艺改进的实验设计 (Design of Experiments for Product Design and Process Improvements) 非参数回归 (Nonparametric Regression) 质量控制与生产力改进的分析 (Analytics for Quality Control and Productivity Improvements) 多变量数据分析 (Multivariate Data Analysis) 生存分析 (Survival Analysis) 分类数据分析 II (Categorical Data Analysis II) 金融高级统计方法 (Advanced Statistical Methods in Finance) 概率论与随机过程 (Probability and Stochastic Processes) 网络统计分析 (Statistical Analysis of Networks) 空间统计学 (Spatial Statistics),,singapore,新加坡国立大学_统计学理学硕士.json
南洋理工大学,教育学硕士（英语）,Master of Education (English),"社科,教育,教育学院",专业方向: 教育 入学时间: 1/8月 项目时长: 1年 项目学费: 41900新币/年,具有认可大学颁发的良好学士学位，需要英语语言或文学相关背景，或具有相关的南洋理工大学FlexiMasters且成绩优秀 具有教师资格如新加坡国立教育学院颁发的教育研究生文凭，或具备至少1年教育相关工作经验,教育学硕士课程主要面向在新加坡学校和教育部工作的教育工作者，学校也欢迎具有教育背景并希望提升教育知识和技能的大学毕业生申请。南洋理工大学教育学硕士（英语）项目旨在为教师提供与英语教育相关的批判、美学、文化和多模态素养。学生将完成2门必修专业课程，研究英语语言和英语文学教育之间的跨学科联系，并将社会文化、语言和文学理论应用于文本的批判性阅读。此外，该课程为学生提供了从英语语言教学或英语文学教学或两者兼而有之的一系列专业选修课程中进行选择的灵活性。学生可以在教学语法和写作、多模态、世界文学和创意写作等方面追求并建立自己的兴趣。学生还将获得批判性探究和行动研究技能，并将其应用于与英语教学相关的特定问题的调查。,{{ per_lang.name }},"教育调查 (Educational Inquiry) 语言与文学教育 (Language and Literature Education) 分析文学与语言 (Analyzing Literature and Language) 英语作为国际语言 (English as an International Language) 语言教师教育与专业发展 ( Language Teacher Education and Professional Development) 语言课程中的材料设计 (Materials Design in the Language Curriculum) 口语交际教学：当前的理论与方法 ( Teaching Oral Communication: Current Theories and Approaches) 课堂内外的语言评估 (Language Assessment in the Classroom and Beyond) 第二语言习得与教育学 (Second Language Acquisition and Pedagogy) 语法与写作教学 (Teaching Grammar and Writing) 多模式时代的阅读 (Reading in a Multimodal Age) 流行文化 ( Popular Culture) 课堂上的创意写作 (Creative Writing in the Classroom) 文学、文化与教育 (Literature, Culture and Education) 莎士比亚教学 (Teaching Shakespeare) 文学理论与教学 ( Literary Theory and Teaching) 世界文学 (World Literatures) 文学与电影 (Literature and Film) 英语课堂中的青少年文学 (Young Adult Literature in the English Classroom) 设计文学课程与评估的目的与方法 (Aims and Approaches to Designing Literature Curriculum and Assessment) 英语课堂的儿童文学 (Children's Literature for the English Classroom) 新加坡文学教学 (Teaching Singapore Literature) 课堂语言评估与技术 (Language Assessment and Technology in the Classroom)",,singapore,南洋理工大学_教育学硕士（英语）.json
新加坡国立大学,建筑保护文学硕士,MA Architectural Conservation,"社科,建筑,工程学院",专业方向: 建筑 入学时间: 8月 项目时长: 1年 项目学费: 49050新币/年,具有荣誉学士学位，需要建筑学、城市规划、城市设计、项目和设施管理；或 具有学士学位或以上学历，需要社会科学或人文学科中的建筑环境相关领域背景。 特殊情况下会根据具体情况考虑具有相关学科学士学位以及至少2年相关工作经验的申请者 设计背景的申请者需要提交1份设计作品集,新加坡国立大学建筑保护文学硕士（MAArC）是一项高级课程，通过为学生提供全面的知识和基本的动手培训以及丰富的经验，以发展其在历史建筑保护和建筑业的各种技能，从而提供了对亚洲多种文化的独特见解。MAArC具有鲜明的亚洲特色，侧重于“生活”和“本地”文化，而城市则侧重于城市。新加坡位于东西方的十字路口，以其独特的城市景观而著称：历史悠久的地区，文物建筑和国家历史遗迹与现代高层建筑无缝融合。在新加坡飞速发展的过程中，这些丰富多样的历史遗迹的生存只能通过深思熟虑、有意识的综合城市规划来实现。以城市国家作为跳板，提供丰富的背景，我们的目标是提供对建筑保护的教育，使其对亚洲历史悠久的城市所面临的各种挑战以及文化遗产的丰富性和社会经济因素提供的各种机会敏感该地区。,{{ per_lang.name }},新加坡建筑史 (Architectural Histrory of Singapore) 保护方法和策略 (Conservation Approaches and Philosophies) 城市保护与改造 (Urban Conservation and Regeneration) 建筑遗产管理 (Architechtural Heritage Management) 为可持续发展的保护政策方法论 (Conservation Policy Methodology for Sustainable Development) 文化遗产的灾害风险管理 (Disaster Risk Management of Cultural Heritage) 建筑保护设计 (Design for Conservation) 历史建筑调查和记录 (Historic Buliding Survery and Recording) 自适应重用设计 (Design for Daptive Reuse) 保护二十世纪的建筑物 (Conservation of Twentieth-century Buildings) 实用的建筑保护技能 (Practical Building Conservation Skills),,singapore,新加坡国立大学_建筑保护文学硕士.json
南洋理工大学,科技创业与创新理学硕士（中文授课）,MSc Technopreneurship and Innovation (Chinese),"商科,创业与创新,南洋科技创业中心",专业方向: 创业与创新 入学时间: 8月 项目时长: 1年 项目学费: 61040新币/年,具有教育部认可的学士学位以及良好的本科成绩 强烈的创业愿望和优秀的创业家素质或潜质 本科专业不限，理工科专业背景有一定优势 有一定创业经验或3年以上工程、管理或投资经验者可获优先考虑 品学兼优且立志创业的大学应届毕业生可申请，项目将酌情给予考虑并择优录取 需要提交创业点子陈述,南洋理工大学科技创业与创新理学硕士（中文授课）课程旨在培育创业生态群的领导者。这些领导者利用所学知识和接触到的先进科技，结合创业思维和商业技能，为社会和经济的发展创造价值。南洋理工大学科技创业与创新理学硕士（中文授课）课程注重体验式学习。在课程设置中，新兴科技与创新的商业模式和实践高度融合。针对创业型企业的发展周期，学科涵盖各个成长阶段的实战问题。在学期间，学员有机会与创业生态群中的不同成员进行互动。众多毕业生已从该课程获益，将他们的创业点子变成了成功的企业。,{{ per_lang.name }},创业学概论 (Introduction to Entrepreneurship) 创业营销与商务拓展 (Entrepreneurial Marketing and Business Development) 新创企业融资 (New Venture Financing) 管理成长型企业 (Managing Growing Ventures) 科创思维 (Technopreneurial Mindset) 设计与系统思维 (Design and System Thinking) 科创挑战 (Technopreneurship Challenge) 创业实践 (Entrepreneurship Practice) 创业政策 (Entrepreneurship Policy),,singapore,南洋理工大学_科技创业与创新理学硕士（中文授课）.json
南洋理工大学,教育学硕士（戏剧）,Master of Education (Drama),"社科,教育,教育学院",专业方向: 教育 入学时间: 1月 项目时长: 1年 项目学费: 41900新币/年,具有认可大学颁发的良好学士学位，最好修过戏剧教育、戏剧或表演研究或应用戏剧课程，或具有相关的南洋理工大学FlexiMasters且成绩优秀 具有教师资格如新加坡国立教育学院颁发的教育研究生文凭，或具备至少2年以下一项或多项工作经验：戏剧教育、戏剧/表演制作、应用戏剧和其他相关戏剧/剧场工作,教育学硕士课程主要面向在新加坡学校和教育部工作的教育工作者，学校也欢迎具有教育背景并希望提升教育知识和技能的大学毕业生申请。南洋理工大学教育学硕士（戏剧）项目旨在为学生提供戏剧方面的高级学术研究和戏剧与戏剧教育专业实践的机会，课程涉及戏剧表演和过程及其在教育环境中的应用，以及戏剧学习和表演所需的多学科方法，讨论了戏剧教育学的理论和实践问题，重点是戏剧和戏剧教育的当代问题，学生将深入了解戏剧和戏剧教育的创作过程，包括表演，以及戏剧作为一门学科和学习工具的教学技巧，学生还将探索戏剧的功能和各种背景下的戏剧。,{{ per_lang.name }},"教育调查 (Educational Inquiry) 戏剧制作 (Theatre Making) 戏剧教育、课程与评估 (Drama Education, Curriculum & Assessment) 教师作为辅助演员 ( The Teacher as Facili-Actor) 以艺术为基础的研究 ( Arts-based Research) 从页面到舞台 (Page to Stage) 社区戏剧 (Theatre in the Community)",,singapore,南洋理工大学_教育学硕士（戏剧）.json
新加坡国立大学,生物医学信息学理学硕士,MSc Biomedical Informatics,"理科,生物,杨潞龄医学院",专业方向: 生物 入学时间: 8月 项目时长: 1年 项目学费: 60653新币/年,具有医学学士、理学学士、荣誉学士学位，需要定量科学（如数学、应用数学、统计学和物理学）或工程学或计算机科学或商业或健康科学相关学科背景 具备其他资格和经验的申请者可能会根据具体情况被考虑 优先考虑具备相关行业经验的申请者,新加坡国立大学生物医学信息学理学硕士项目旨在传授学生一系列核心技能，包括循证临床决策、机器学习、数据可视化、有效沟通、战略领导力和创新创业精神。课程将培训学生进行推理、批判性分析，并评估临床决策支持系统的有效性，领导与实施生产及战略临床创新或项目。,{{ per_lang.name }},高级生物医学信息学 (Advanced Biomedical Informatics) 顶点项目 (Capstone Project) 医疗数据与数据处理 (Medical Data and Data Processing) 高级敏捷项目管理 (Advanced Agile Project Management) 软件开发基础 (Software Development Fundamentals) 非临床医生健康科学 (Health Sciences for Non-Clinicians) 高级科学研究方法 (Advanced Scientific Research Methods) 分子信息学 (Molecular Informatics) 高级人为因素工程 (Advanced Human Factors Engineering) 数字敏捷性与变革领导力 (Digital Agility & Change Leadership) 数据结构与算法 (Data Structures and Algorithms) 人工智能 (Artificial Intelligence) 数据分析基础 (Fundamentals of Data Analytics) 高级统计学习 (Advanced Statistical Learning) 公共卫生中的定性方法 (Qualitative Methods in Public Health) 生物信息学高级统计方法 (Advanced Statistical Methods for Bioinformatics) 临床决策支持系统 (Clinical Decision Support Systems) 高级循证病人护理 (Advanced Evidence Based Patient Care) 高级价值医疗保健 (Advanced Value Based Healthcare) 高级临床数据系统 (Advanced Clinical Data Systems) 健康数据与人工智能伦理 (Ethics of Health Data and Artificial Intelligence) 实施公共卫生规划与政策 (Implementing Public Health Programmes and Policies) 卫生技术评估中的经济学方法 (Economic Methods in Health Technology Assessment) 健康行为与沟通 (Health Behaviour and Communication) 综合护理概论 (Introduction to Integrated Care) 健康经济学与融资 (Health Economics and Financing) 战略思维与数字远见 (Strategic Thinking & Digital Foresight) 管理数字化复杂性 (Managing Digitalisation Complexity),,singapore,新加坡国立大学_生物医学信息学理学硕士.json
新加坡国立大学,应用生物医学理学硕士,MSc Applied Biomedicine,"理科,生物,杨潞龄医学院",专业方向: 生物 入学时间: 8月 项目时长: 1年 项目学费: 57700新币/年,具有相关（荣誉）学士学位，需要医学学士学位、生命科学（如生物化学、细胞生物学、分子生物学）、生物工程、生物技术或健康科学相关学科背景 具有其他资格和相关行业经验的申请者在项目批准下可能根据具体情况被考虑录取 需要提交存款证明,新加坡国立大学应用生物医学理学硕士课程专攻疫苗学与免疫疗法、传染病管理或药物发现与开发，该项目旨在培养学生在复杂和不断发展的医疗保健领域的批判性和分析性思维，培训他们成为足智多谋和适应能力强的独立学习者和生物医学工作人员中的领导者。 新加坡国立大学应用生物医学理学硕士项目还旨在向学生传授以下技能和知识：深入和更新的生物医学专业知识和技术；将生物医学知识应用于实践中的能力；能够提出假设并设计科学合理的项目。通过向学生提供必要的技能和知识，该项目将为医疗保健和生物制药行业提供稳定的熟练专业人员，特别是传染病管理、疫苗开发/免疫治疗和药物发现/开发等学科至关重要的研究机构、部委和医院。,{{ per_lang.name }},"生物医学领域中的领导力 (Leadership in Biomedicine) 高级生物统计学研究 (Advanced Biostatistics for Research) 生物医药创新与企业 (Biomedical Innovation & Enterprise) 高级生物医学信息学 (Advanced Biomedical Informatics) 临床免疫学与免疫治疗学 (Clinical Immunology and Immunotherapeutics) 应用免疫学 (Applied Immunology) 疫苗发展及其现代应用 (Vaccine Development and its Modern Applications) 免疫治疗发展的先进技术 (Advanced Technologies in Immune Therapeutic Development) 微生物组-老化-免疫力Crosstalk (Microbiome - Aging - Immunity Crosstalk) 用于传染病的药物 (Drugs used in Infectious Diseases) 抗癌疗法 (Anticancer Therapeutics) 药理学高级专题 (Advanced Topics in Pharmacology) 药物设计与开发的当前主题 (Current Topics in Drug Design and Development) 生物技术的当前实践 (Current practices in Biotechnology) 传染病：原理与研究方法 (Infectious Diseases: Principles & Research Methods) 传染病控制 / 城市疫情管理 / 城市现场流行病学 (Control of Communicable Diseases / Urban Outbreak Management / Urban Field Epidemiology) 同一个世界、同一个健康：生态系统、动物与我们 (One World, One Health: Ecosystems, Animals and Us) 毕业项目 (Capstone Project)",,singapore,新加坡国立大学_应用生物医学理学硕士.json
南洋理工大学,教育学硕士（幼儿教育）,Master of Education (Early Childhood),"社科,教育,教育学院",专业方向: 教育 入学时间: 1/8月 项目时长: 1年 项目学费: 41900新币/年,具有认可大学颁发的良好学士学位，或具有相关的南洋理工大学FlexiMasters且成绩优秀具有教师资格如新加坡国立教育学院颁发的教育研究生文凭并且具备至少1年教学经验，或具有新加坡幼儿发展署颁发的幼儿保育和教育文凭以及至少3年在幼儿园和/或其他与儿童相关的教学机构/组织的教学经验在新加坡从事学前教育的申请者需要提交由幼儿发展署发出的通知函,教育学硕士课程主要面向在新加坡学校和教育部工作的教育工作者，学校也欢迎具有教育背景并希望提升教育知识和技能的大学毕业生申请。南洋理工大学教育学硕士（幼儿教育）项目旨在对幼儿教育的理论和实践进行深入研究，重点是通过联系相关的教育理论和实践，认识和理解早期儿童教育艺术中的问题，理解社会环境、早期儿童课程和教学法，以及意义建构。在当代的教与学观念中，问题通过不同的范式和观点来解决，扩展了幼儿专业人员的知识和专业知识，使他们能够为幼儿制定创新的教学方案。,{{ per_lang.name }},教育调查 (Educational Inquiry) 儿童发展（0-8岁） (Child Development (0-8 years)) 幼儿教育的问题与趋势 (Issues and Trends in Early Childhood Education) 幼儿教育研究调查 ( Research Investigations in Early Childhood Education) 幼儿教育评估 (Assessment in Early Childhood Education) 婴幼儿课程设计 (Curriculum Design for Infants and Toddlers) 幼儿教育课程设计与开发 (Curriculum Design and Development in Early Childhood Education) 幼儿教育的多样性 (Diversity in Early Childhood Education) 早期干预 (Early Intervention) 幼儿教育中的专业精神 (Professionalism in Early Childhood Education) 幼儿教育教学法 (Pedagogy in Early Childhood Education),,singapore,南洋理工大学_教育学硕士（幼儿教育）.json
新加坡国立大学,公共管理硕士,Master in Public Administration,"社科,公共政策与事务,李光耀公共政策学院",专业方向: 公共政策与事务 入学时间: 8月 项目时长: 1年 项目学费: 49485新币/年,具有良好的新加坡国立大学荣誉学位（二等及以上）或同等学历（例如，4年制学士学位，平均成绩至少达到B或同等水平）；或 具有良好的学士学位；或 具有经新加坡国立大学研究生院批准后可接受的其他资格。 申请者应具有至少5年相关工作经验并在其职业生涯中担任过中层管理职位。他们渴望担任管理职务并表现出致力于公共服务。需要熟练掌握英语书面和口语。 需要提供2篇论文以及组织架构图,为期一年的新加坡国立大学公共管理硕士项目为学生在公共部门担任高级管理职务做好准备。它为希望研究影响国家、区域和全球政策和项目的日益复杂的问题的专业人士提供了密集的跨学科学习课程。新加坡国立大学公共管理硕士项目旨在为组织以及政府机构和机构的未来领导者提供必要的技能，以承担公共部门的领导职责。在该计划的过程中，参与者将接触到研究人员、公共管理人员、领导者以及政策从业者使用的有效技能和知识。申请人未来有能力发展他们的国内和国际人际关系网络，并提高他们的领导和管理能力。,{{ per_lang.name }},经济分析 (Economic Analysis ) 政策分析 (Policy Analysis ) 政策管理 (Public Management ) 治理研究项目 (Governance Study Project ),,singapore,新加坡国立大学_公共管理硕士.json
新加坡国立大学,电气工程理学硕士,MSc Electrical Engineering,"工科,电气电子,工程学院",专业方向: 电气电子 入学时间: 1/8月 项目时长: 1年 项目学费: 57880新币/年,具有认可机构颁发的学士学位（偏好荣誉学位）或同等学历，需要相关工程学科或包含计算和应用数学内容的其他学科背景 学校也可能考虑具有其他资格和成就并且被认为已经为学习该课程做好适当准备的申请者,新加坡国立大学电子工程理学硕士课程为实践工程师提供了极好的机会，提升他们在各种激动人心的工程领域的知识和核心能力，包括纳米科学和纳米技术、生物医学系统、计算机/多媒体系统、数字和无线通信、智能控制系统、电子和光电子材料与器件、硅集成电路、微波与电磁学、电能系统。,{{ per_lang.name }},线性系统 (Linear Systems) 计算机控制系统 (Computer Control Systems) 自适应控制系统 (Adaptive Control Systems) 高级机器人学 (Advanced Robotics) 自动化与控制专题 (Special Topics in Automation and Control) 数字通信 (Digital Communications) 信息理论及其应用 (Information Theory and its Applications) 无线通信 (Wireless Communications) 无线及传感器网络 (Wireless and Sensor Networks) 光通信及网络 (Optical Communications and Networks) 半导体基础知识 (Semiconductor Fundamentals) 微电子加工与集成 (Microelectronic Processes and Integration) 纳米电子学基础 (Fundamentals of Nanoelectronics) 微/纳米机电系统 (Micro/Nano Electromechanical Systems) 大数据磁测数据存储 (Magnetic Data Storage for Big Data),,singapore,新加坡国立大学_电气工程理学硕士.json
新加坡国立大学,公共卫生硕士,Master of Public Health,"社科,公共卫生,公共卫生学院",专业方向: 公共卫生 入学时间: 8月 项目时长: 1年 项目学费: 95200新币/年,针对有医学背景的申请者： - 具有医学学士学生或同等学历 - 具备1年常规临床经验，不包括新加坡培训医生的实习期 - 具备1年公共卫生/卫生管理/职业与环境卫生工作经验或已进入临床专科培训；或参加过国立卫生研究院预防医学住院医师培训课程 针对非医学背景的申请者： - 具有良好的荣誉学位或同等学历 - 具备2年公共卫生/健康促进/卫生管理/职业与环境卫生/临床研究工作经验 需要提供存款证明（能够涵盖学费和生活费）,新加坡国立大学公共卫生硕士学位课程为学生提供严谨的跨学科研究方法，使之能够从容应对亚洲当前和未来可能会出现的公共健康问题，提出科学合理的创新性解决方案。基于新加坡国立大学先进的教学体系以及与新加坡国立大学医院、李光耀公共政策学院、商学院、文学院、社会科学与工程学院的密切合作关系，新加坡国立大学公共卫生硕士学位课程能够始终确保向学生提供先进的科研设施以及综合的课程教学模式。新加坡国立大学公共卫生硕士学位课程的学生将有机会接触公共健康领域内的传统议题及新兴研究焦点，通过专业的学习和培训，提高自身在区域性或国际环境下的领导力和行政管理能力。,{{ per_lang.name }},流行病学原理 (Principles of Epidemiology) 定量流行病学方法 (Quantitative Epidemiologic Methods) 卫生政策和制度 (Health Policy and Systems) 环境及职业健康  (Environmental and Occupational Health) 健康和疾病状态下的生活方式和行为 (Lifestyle and Behaviour in Health and Disease) 专业实习 (Practicum) 传染病的控制 (Control of Communicable Diseases ) 健康经济学和金融  (Health Economics and Financing) 医疗机构管理 (Management of Healthcare Organisations) 护理质量的评估和管理 (Measuring and Managing Quality of Care) 非传染性疾病的控制 (Control of Non-Communicable Diseases ) 健康服务研究导论 (Introduction to Health Services Research ) 高级流行病学 (Advanced Epidemiology) 高级计量方法 (Advanced Quantitative Methods) 临床流行病学方法 (Clinical Epidemiologic Methods),,singapore,新加坡国立大学_公共卫生硕士.json
新加坡国立大学,集成设计设计学硕士,MDes Integrated Design,"社科,其他社科,工程学院",专业方向: 其他社科 入学时间: 8月 项目时长: 1年 项目学费: 54500新币/年,具有认可机构颁发的学士学位（达到优异或二等荣誉学位），需要相关设计学科或与申请学习专业相关的领域背景 学校也可能考虑具有其他资格和成就并且被认为已为学习该课程做好适当准备的申请者 需要提交作品集和短视频,,{{ per_lang.name }},综合设计工作室1 (Integrated Design Studio 1) 设计研究方法 (Design Research Methods) 设计中的新兴主题 (Emerging Topics in Design) 先进设计平台1 (Advanced Design Platform 1) 综合设计工作室2 (Integrated Design Studio 2) 设计策略与领导力 (Design Strategies & Leadership) 协同设计 (Collaborative Design) 先进设计平台2 (Advanced Design Platform 2),,singapore,新加坡国立大学_集成设计设计学硕士.json
