school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
澳门大学,机电工程理学硕士,MSc Electromechanical Engineering,"工科,机械工程,科技学院",专业方向: 机械工程 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,机电工程（EME）计划成立于1993年。该课程着重于机械工程（ME），同时教育学生利用现代电气，电子和信息技术在ME中的实际应用，例如建筑服务，运输工具，机器人，等等。我们的大多数毕业生在电气和机械工程咨询公司，建筑服务行业，政府部门，公共组织和研究机构中都有出色的职业生涯。澳门的许多毕业生都是天然气工程和城市建设（项目规划与设计）学科的注册工程师。此外，一些毕业生已在世界各地的知名大学进修研究生。,,研究导论 (Introduction to Research) 高等数学 (Advanced Mathematics) 学术/应用论文 (Academic/Applied Thesis) 材料物理 (Physics of Materials) 变分原理及其应用 (Variational Principles and the Application) 机电一体化 (Mechatronics) 工艺传热 (Process Heat Transfer) 对流换热 (Convective Heat Transfer) 热流体系统的计算方法 (Computational Method for Thermo-Fluid System) 能源转化与利用 (Energy Conversion and Utilization) 先进的机器人与控制 (Advanced Robotics and Control) 流体动力工程 (Fluid Power Engineering) 汽车工程 (Automotive Engineering),,澳门
澳门大学,英语研究文学硕士,MA English Studies,"社科,语言,人文学院",专业方向: 语言 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,澳门大学艺术与人文学院英语系提供为期两年的英语研究硕士学位，旨在提高您对英语世界语言和文学知识的了解。您将扩大对英语语言学和文学的了解，并提高阅读，写作，口语和批评分析的技能。课程学习结束后，您将为进一步的学术研究或在当今世界上拥有深厚的英语知识日益成为成功的通行证的专业职业做好准备。该计划得益于全体工作人员的出席，这些工作人员都可以借鉴国际研究和教学经验。,,了解和解释研究 (Understanding and Interpreting Research) 应用/学术论文 (Applied/Academic Thesis) 语言学研究方法 (Linguistics Research Methods) 汉英比较结构 (Comparative Chinese–English Structure) 英语学习课程设计 (Course Design for English Language Learning) 语言学习的最新趋势和问题 (Current Trends and Issues in Language Learning) 描述语言学 (Descriptive Linguistics) 母语习得 (First Language Acquisition) 语言变化 (Language Variation) 材料设计与评估 (Materials Design and Evaluation) 儿童文学 (Children’s Literature) 中国英语文学 (China in English Literature) 电影学 (Cinema Studies),,澳门
澳门大学,数学理学硕士,MSc Mathematics,"理科,数学,科技学院",专业方向: 数学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,数学系是科学技术学院的一个系。目前有11名教授和讲师。同时提供硕士和博士学位课程。该系负责数学研究生课程的教学，科学技术学院各个工程系的工程课程中的数学课程以及教育学院的本科数学课程中的数学课程。除教学外，该系还注重研究。,,功能分析 (Functional Analysis) 真实性分析 (Real Analysis) 学术/应用论文 (Academic/Applied Thesis) 高等线性代数 (Advanced Numerical Linear Algebra) 高等概率统计 (Advanced Probability and Statistics) 克利福德分析 (Clifford Analysis) 几何及其应用 (Geometry and Its Applications) 计算智能数学理论 (Mathematical Theory of Computational Intelligence) 矩阵分析 (Matrix Analysis) 微分方程的数值方法 (Numerical Methods for Differential Equations) 偏微分方程 (Partial Differential Equations) 随机微分方程 (Stochastic Differential Equations) 随机过程 (Stochastic Processes),,澳门
澳门城市大学,葡语国家研究文学硕士（中文学制）,MA Portuguese-Speaking Countries Studies (Chinese),"社科,国际关系,葡语国家研究院",专业方向: 国际关系 入学时间: 9月 项目时长: 2年 项目学费: 100000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,葡语国家研究硕士课程，旨在通过聚焦葡语系国家社会经济发展以及中国与葡语国家关系的研究现状，围绕中国与葡语国家关系研究、葡语国家发展治理研究等领域培养本澳及国家所需的具有国际视野、全球观念和创新精神的实务型和研究型人才。,,"殖民与后殖民理论专题研究 (Colonial and Post-Colonial Theories) 区域发展理论与治理理论研究 (Research on the theories of Regional Development and Governance) 跨文化传播专题研究 (Theories and practices of cross-cultural communication) 研究方法 (Research Methods) 葡萄牙语（1） (Portuguese（1）) 葡萄牙语（2） (Portuguese（2）) 葡语国家转型比较专题研究 (Transformations in Portuguese-speaking countries) 葡语国家发展专题研究：巴西 (History, culture and development of Brazil) 亚非葡语国家发展专题研究 (Comparative studies on the development  between Asian and African Portuguese-speaking countries) 中国与葡语国家专题研究 (China and the Portuguese-speaking countries: trade, investments and cooperation) 澳门与葡语国家专题研究 (Macao and Portuguese-speaking countries) 中国-葡语国家法律体系比较专题研究 (Themes of Comparative legal systems between China and the Portuguese-speaking countries) 学位论文 (thesis)",,澳门
澳门大学,数据科学（数据战略与合规管理）理学硕士,MSc Data Science (Data Strategy and Compliance),"理科,数据科学,法学院",专业方向: 数据科学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩 择优录取，将优先考虑211和985类大学的毕业生,该计划的特色是多学科课程，该课程汲取了跨学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以各种方式解释和交流其发现改变人们的思想和行为。数据科学理学硕士课程为期两年，与不同学术单位合作开展。科学与技术学院总共将开设4门基础课程，内容涉及大数据理论，挖掘和分析技术等。要求学生声明自己的专业，这是由不同学术单位提供的，以学习和研究如何处理大数据。切实有效地应用于他们指定的专业领域。学生应根据指定专业的学习计划注册课程，并完成具有指定主题的项目报告。,,数据科学编程简介 (Introduction to Data Science Programming) 数据科学和数据可视化 (Data Science and Data Visualization) 数据库和数据挖掘技术 (Database and Data Mining Technologies) 机器学习工具 (Tools for Machine Learning) 数字社会中的数据应用和监管 (Data Applications and Regulation in Digital Society) 电子商务中的大数据分析和合规 (Big Data Analytics and Compliance in E-business) 医疗保健和电子政务中的数据策略和保护 (Data Strategy and Protection in Healthcare and E-governance) 人工智能与比较法 (Artificial Intelligence and Comparative Law) 项目报告 (Project Report),,澳门
澳门大学,政法学（葡文）法学硕士,LLM Juridical-Political Sciences (Portuguese),"社科,法律,法学院",专业方向: 法律 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,澳大法学院从1995年起开设葡文法学硕士课程。课程目的是培养能从事法学教学和研究的法律人才，从地区及国际性角度促进澳门的法律研究和法制发展。,,宪法 I (Constitutional Law I) 行政法 I (Administrative Law I) 国际公法 I (Public International Law I) 刑法与刑事诉讼法 I (Criminal Law and Criminal Procedural Law I) 项目报告 (Project Report) 宪法 II (Constitutional Law II) 行政法 II (Administrative Law II) 国际公法 II (Public International Law II) 刑法与刑事诉讼法 II (Criminal Law and Criminal Procedural Law II) 中国宪法 (Chinese Constitutional Law) 经济法 (Economic Law) 法律文化史 (History of Legal Cultures) 国际刑法 (International Criminal Law),,澳门
澳门科技大学,商业分析学硕士,MSc Business Analytics,"商科,商业分析,商学院",专业方向: 商业分析 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,不局限于任何专业,商业分析学通过充分使用商业数据、统计学工具以及定量方法达到更好的商务管理，可以帮助决策者洞察商业行为、预测未来商业模式的发展与变化，从而改进商业战略与规划的决策制定。商业分析学硕士学位课程的总体定位是培养学生利用商业分析知识和工具从商业数据中挖掘有用的资讯并可以智慧地作出更快更有效的商业决策。毕业生的就业前景广阔，从事金融、保险、电子商务、高级商业顾问、供应链、酒店、旅游、市场营销、零售、物流及其它服务业，都是极佳的就业选择。 商业分析学是大数据时代背景下迅速发展起来的一门热门学科，是以电子商务、统计学、定量方法为基础的交叉性学科。商学院提供的商业分析学硕士学位课程（两年学制）旨在培养学生利用商业分析知识和工具从商业数据中挖掘有用的资讯，洞察商业行为、预测未来商业模式的发展与变化，从而智慧地作出更快更有效的商业决策。,,应用统计 (Applied Statistics) 企业资讯管理 (Enterprise Information Management) 管理经济学 (Managerial Economics) 数据挖掘 (Data Mining) 研究方法 (Research Methodology) 博弈论 (Game Theory),,澳门
澳门城市大学,应用心理学硕士,Master of Applied Psychology,"社科,心理学,大健康学院",专业方向: 心理学 入学时间: 9月 项目时长: 2年 项目学费: 110000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,毕业生能够成为心理分析专业人才，以适应社会、文化、教育、医疗、国防、体育等特定职业领域的心理学专业人才需要，并为申请国内的国际专业心理分析师和沙盘游戏治疗师（IAAP/ISST）等打下基础。,,研究生英语Ⅰ (English I) 心理学基础理论 (Basic Principle of psychology) 心理学史 (History of Psychology) 人格心理学 (Personality Psychology) 心理健康与教育 (Psychological Health and Education) 研究生英语Ⅱ (English II) 心理学研究方法与SPSS应用 (Psychological Reserach Method and SPSS Applications) 社会研究方法 (The Practice of Social Research) 结构方程模型 (Structural Equation Modelling) 心理咨询与辅导 (Psychological Counselling and Guidance) 社会心理学新进展 (Contemporary Development in Social Psychology) 人际关系心理学 (Psychology of Human Relations) 心理咨询实物 (Practice of Counselling) 人力资源开发 (Human Resources Development) 人员素质测评 (Human Potential Assessment) 毕业论文 (Thesis),,澳门
澳门科技大学,电影管理硕士,Master of Management in Film Industry,"社科,影视,人文艺术学院",专业方向: 影视 入学时间: 9月 项目时长: 2年 项目学费: 140000港币/年,不局限于任何专业,学习影视制作各个阶段包括筹备期、前制期、摄制期、后制期、发行期等管理方法。了解并熟悉独立制片相关理论，能独立分析独立制片的营销技巧。培养独立制作专业知识、制作技巧，以及专业态度。,,电影与新媒体融资管理 (Financial Management for Film and New Media) 电影宣传及行销 (Film Promotion and Distribution) 电影与法律 (Film and Law) 製片人与剧本分析 (Script Analysis for the Producer) 电影製作与市场个案研究 (Case Studies in Film Production and the Market) 电影管理 (Film Management) 实习 (Internship),,澳门
澳门大学,对外英语教学文学硕士,MA Teaching English to Speakers of Other Languages,"社科,教育,教育学院",专业方向: 教育 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩要求英语教育或英语相关领域背景。本地申请者必须具备教师资格,澳门大学对外英语教学文学硕士项目旨在通过专业的进阶培训，提高在职英语教师的教学效率。本课程不仅能培养学生的二语及外语教学理论和实践知识，也提升学生的教学技能，发展学生的反思实践能力，培养他们的文化意识，从而实现他们在澳门和全球的多元化社会中的个性化和专业化发展。本课程立志将学生培养成二语及外语教育领域中独立且具有创新意识的课堂研究者，毕业生将获得二语教学中的前沿知识及教学研究中的专业知识。本课程的目标群体是在澳门、中国内地或海外从事英语教学、课程设计与规划、教学材料编写与评估等领域的英语教师、教育工作者和语言专家。,,"第二语言教师专业发展 (Teacher Development in TESOL) 阅读和写作教学 (Teaching Reading and Writing) 语言测试与评估 (Language Testing and Assessment) 听力和口语教学 (Teaching Listening and Speaking) 语言和语言学 (Language and Linguistics) 第二语言学习与教学 (Second Language Learning & Teaching) 英语教学语法 (Pedagogical Grammar for English Language Teachers) 项目报告 (Project Report) 理解第二语言习得 (Understanding Second Language Acquisition) TESOL专题 (Special Topics in TESOL) 社会视角下的语言使用与双语教育 (Social Perspectives on Language Use and Bilingual Education) 英语语音学习与教学 (Learning and Teaching of English Phonetics and Phonics) 英语教学中的语篇分析 (Written and Spoken Discourse for English Language Teaching) 教育研究方法 (Research Methods in Education) 课程、教学与学生技能评估 (Evaluation of Curriculum, Instruction and Student Performance) 英语课程设计与教材编写 (Curriculum Design and Materials Development for English Teachers) 第二语言字汇习得与语言教学 (Second Language Vocabulary Acquisition and Language Teaching)",,澳门
澳门科技大学,互动媒体艺术硕士,Master of Fine Arts in Interactive Media,"社科,艺术,人文艺术学院",专业方向: 艺术 入学时间: 9月 项目时长: 2年 项目学费: 135000港币/年,专业不限，艺术、信息技术等相关专业优先（色盲、色弱者不予接受）,毕业生未来可依志向从事业界市场，如：多媒体广告设计、电脑游戏设计与管理、程式设计、互动体感装置、AR扩增实境、VR虚拟实境、影视及APP资讯设计等相关工作。参加国家举办之证照资格考试，进入互动媒体相关机关从事资讯与设计工作。学术方面可进入大学、高中及技职学校有关动画多媒体、视觉设计、资讯设计等教职，也可选择进入相关领域之国内外有关科技艺术、游戏设计与管理、资讯科学等博士班深造。自行创业或合资开设数位多媒体与设计、游戏设计、相关个人工作室。,,交互设计概论 (Introduction to Interactive Design) 游戏策划 (Game Design) 游戏引擎设计 (Game Engine Design) 游戏介面与音效设计 (Game Interface and Digital Sound Effect) 游戏技术研究 (Game Technology Research) 游戏项目管理 (Game Project Management) 游戏和玩家 (Games and Players) 人机交互研究 (Study of Human-Computer Interaction),,澳门
澳门大学,数据科学（计算语言学）理学硕士,MSc Data Science (Computational Linguistics),"工科,计算机,人文学院",专业方向: 计算机 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,工程学学士和计算机科学或数学理学学士毕业生,澳门大学数据科学（计算机语言学）理学硕士项目以多学科课程为特色，该课程借鉴了一系列学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以多种方式解释和交流他们的发现。改变人们的思想和行为。 澳门大学数据科学（计算机语言学）理学硕士课程为期两年，与不同的学术单位合作开展项目。学生将有理工学院讲授的大数据理论、挖掘与分析技术等共4门基础课程。实际和有效地应用于他们指定的专业领域。学生应按照指定专业的学习计划进行选课，并完成项目报告。,,语言与语言学 (Language and Linguistics) 应用自然语言处理 (Applied Natural Language Processing) 语料库语言学 (Corpus Linguistics) 计算机辅助翻译 (Computer-aided Translation) 语言使用的评价和评估 (Evaluation and Assessment of Language Use) 中国语言学方法 (Methods in Chinese Linguistics) 应用语言学专题 I (Special Topics in Applied Linguistics I) 语义学专题 (Topics in Semantics) 项目报告 (Project Report),,澳门
澳门科技大学,应用经济学硕士,Master of Applied Economics,"商科,经济,商学院",专业方向: 经济 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,不局限于任何专业,1.强调经济理论学习与经济分析方法训练的结合。在指导学生建立进阶经济理论基础的同时，在科目学习中重视指导学生利用统计和计量软体进行经济领域的数据分析。 2.提供弹性选课空间，以利学生发展个人学习兴趣。该课程隶属于商学院，授课教师除遍布经济学的各个领域之外，亦包含了管理、金融等领域；学生既可根据自己的兴趣偏好选择经济类的选修课，也可方便选修管理类或金融类的科目。 3.以经济专题的方式，不定期邀请国内外著名经济学家和产业界的专家莅临学院讲学、举办经济论坛或学术讲座，提供经济理论前沿的新资讯和经济实务的新动向。 4.设置“应用经济学实训室”，致力于经济计量教学与相关的应用研究，以提升教学、研究和学生的学习成效。,,中级微观经济学 (Intermediate Microeconomics) 中级宏观经济学 (Intermediate Macroeconomics) 中级计量经济学I (Intermediate Econometrics I) 中级计量经济学II (Intermediate Econometrics II) 研究方法 (Research Methodology),,澳门
澳门大学,国际关系社会科学硕士,MSocSc International Relations,"社科,国际关系,社会科学学院",专业方向: 国际关系 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,澳门大学国际关系社会科学硕士课程旨在帮助学生了解国际关系领域的主要问题和挑战、关键概念、代表性理论和主要争论，应用这些知识来识别和分析国际关系领域的新问题和挑战，学生将能够表现出足够的批判性思维、研究技能、沟通技巧和数字素养，并能够撰写申请论文、报告或学位论文，并使用这些技能公开展示此类作品，在具体和偶然的地方、国家、区域、跨国和全球背景下，对国际和世界事务发展和运用广泛和前瞻性的全球观点。,,"国际关系理论 (Theories of International Relations) 国际组织与全球治理 (International Organizations and Global Governance) 国际关系研究设计 (Research Design in International Relations) 国际安全 (International Security) 中国外交政策 (Chinese Foreign Policy) 亚太国际关系 (International Relations of the Asia-Pacific) 国际关系史 (History of International Relations) 中欧关系 (China-European Relations) 中国与葡语国家的关系 (China’s Relations with Portuguese-Speaking-Countries) 国际关系数据科学 (Data Science for International Relations	) 当代国际关系 (Contemporary International Relations) 全球政治经济学 (Global Political Economy) 国际关系专题 (Selected Topics in International Relations) 项目报告 (Project Report)",,澳门
澳门大学,认知神经科学理学硕士,MSc Cognitive Neuroscience,"社科,心理学,认知与脑科学研究中心",专业方向: 心理学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩 优先考虑具有相关背景的申请人，包括但不限于行为科学、生物科学、心理学、认知科学、教育心理学、神经经济学、计算机科学、生物医学工程/科学、神经科学和语言学,澳门大学认知神经科学理学硕士项目是一个为期两年的研究生课程，旨在培养学生在神经语言学、神经教育、神经经济学、神经影像学、类脑智能等方面以创新的方法检查大脑功能，并促进将发现转化为解决方案为了健康和社会。它致力于培养认知神经科学家和专业人士，以深入理解和整合跨学科研究成果、观点和工具，以研究心智、大脑和行为。 澳门大学认知神经科学理学硕士项目面向希望研究基于其潜在神经系统的认知过程的学生。有两种广泛的知识可以采取——一种是行为实验，另一种是计算建模。两者的目标都是从神经的角度理解认知的本质。,,神经科学原理 (Principles of Neuroscience) 认知神经科学 (Cognitive Neuroscience) 脑刺激和神经成像技术 (Brain Stimulation and Neuroimaging Techniques) 磁共振成像 (Magnetic Resonance Imaging) 计算认知神经科学 (Computational Cognitive Neuroscience) 生物统计学 (Bio-Statistics ) 学习心理学 (Psychology of Learning) 高级运动生理学 (Advanced Exercise Physiology ) 高级发展心理学 (Advanced Developmental Psychology) 临床语言学 (Clinical Linguistics ) 心理语言学 (Psycholinguistics ) 第二语言习得 (Second Language Acquisition) 社会语言学 (Sociolinguistics) 生物医学传感器和仪器 (Biomedical Transducers and Instruments) 深度学习概论 (Introduction to Deep Learning),,澳门
澳门城市大学,国际酒店管理硕士（英文学制）,Master of International Hotel Management (English),"商科,旅游酒店管理,国际旅游与管理学院",专业方向: 旅游酒店管理 入学时间: 9月 项目时长: 2年 项目学费: 100000港币/年,具有学士学位，有酒店管理经验者优先 往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,国际酒店管理硕士学位课程以培养业界需要人才为目标，根据市场需求进行课程设置。该课程是为非研究型研究生及现职酒店管理阶层或以酒店为职业发展之学生而设计，除了课堂教学外，该课程加强了传统的硕士课程所不具备的实践教学环节，比如根据科目实际需要，进行海外实地考察。最后通过完成项目报告及答辩，达到具备酒店运营和管理学等方面的知识和能力，成为能任职于包括政府部门、酒店、博彩业、游轮和非营利机构等的复合型高级人才。,,酒店人力资源管理 (Human Resources Management in Hotel Industry) 酒店策略管理 (Strategic Management in the Hotel Industry) 酒店市场行销 (Managing Marketing in the Hotel Industry) 酒店财务管理 (Hotel Financial Management) 研究方法 (Research Methods) 原创项目报告 (Original Project Report) 养生酒店管理 (Healing Hotel Management) 文化旅游 (Cultural Tourism) 酒店技术和创新 (Hotel Technology and Innovation) 奢侈品牌管理 (The Luxury Brand Management) 酒店顾客关系管理 (Customer Relationship Management in Hotel Industry) 酒店营运决策 (Operations Decision Making in Hotel Industry),,澳门
澳门科技大学,传播学硕士,MA Communication,"社科,媒体与传播,人文艺术学院",专业方向: 媒体与传播 入学时间: 9月 项目时长: 2年 项目学费: 135000港币/年,不局限于任何专业,讲授社会科学量化研究的主要概念与方法（包括实验法、问卷调查法与内容分析法），以及如何设计、执行并完成传播学量化研究项目。同时讲授质化分析的研究设计，以及如何介入社会科学问题，进行较为深入的研究，并培养分析与写作能力。,,"传播理论 (Communication Theories) 社会科学研究方法 (Research Methods in Social Sciences) 社会统计分析 (Social Statistical Analysis) 文化、媒介与全球化 (Culture, Media and Globalization) 整合行销传播原理 (Principles of Integrated Marketing Communications) 新媒体研究前沿 (Frontiers in New Media Research)",,澳门
澳门大学,人工智能理学硕士,MSc Artificial Intelligence,"工科,计算机,科技学院",专业方向: 计算机 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,应用计算和数学知识解决计算机科学学科中复杂计算问题的能力。将计算专业知识和适用于计算专业的领域知识应用于计算模型的抽象和概念化的能力。分析问题，识别和定义适合其解决方案的计算要求的能力。设计，实现和评估基于计算机的系统，过程，组件或程序，以满足公众健康与安全，社会和环境方面的适当考虑，从而满足所需需求的能力。在团队中有效运作以实现共同目标的能力。对专业，道德，法律，安全和社会问题及责任的理解。与众多受众进行有效沟通的能力。分析计算对个人，组织和社会的本地和全球影响的能力。认识到持续职业发展的必要性和能力。在了解限制的情况下使用计算实践所需的当前技术，技能和工具的能力。,,深度学习简介 (Introduction to Deep Learning) 高级机器学习 (Advanced Machine Learning) 人工智能数学 (Mathematics for Artificial Intelligence) 项目报告 (Project Report) 云和分布式系统 (Cloud and Distributed Systems) 移动机器人简介 (Introduction to Mobile Robotics) 人工智能专题 (Special Topics in Artificial Intelligence) 应用自然语言处理 (Applied Natural Language Processing) 网络挖掘 (Web Mining) 计算机视觉与模式识别 (Computer Vision and Pattern Recognition) 人工智能原理 (Principles of Artificial Intelligence),,澳门
澳门大学,物联网理学硕士,MSc Internet of Things,"工科,计算机,科技学院",专业方向: 计算机 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,应用计算和数学知识解决计算机科学学科中复杂计算问题的能力。将计算专业知识和适用于计算专业的领域知识应用于计算模型的抽象和概念化的能力。分析问题，识别和定义适合其解决方案的计算要求的能力。设计，实现和评估基于计算机的系统，过程，组件或程序，以满足公众健康与安全，社会和环境方面的适当考虑，从而满足所需需求的能力。在团队中有效运作以实现共同目标的能力。对专业，道德，法律，安全和社会问题及责任的理解。与众多受众进行有效沟通的能力。分析计算对个人，组织和社会的本地和全球影响的能力。认识到持续职业发展的必要性和能力。在了解限制的情况下使用计算实践所需的当前技术，技能和工具的能力。,,物联网简介 (Introduction to Internet of Things) 应用概率与统计高级主题 (Advanced Topics in Applied Probability and Statistics) 射频识别原理及应用 (RFID Principle and Applications) 先进的物联网集成电路设计 (Advanced Integrated Circuit Design for Internet of Things) 物联网应用的嵌入式系统 (Embedded Systems for Internet of Things Applications) 计算机网络和互联网 (Computer Networks and Internet) 电信高级专题 (Advanced Topics in Telecommunications) 通信系统的建模和理论分析 (Modeling and Theoretical Analysis for Communications Systems) 物联网高级专题 (Advanced Topics in Internet of Things) 云计算 (Cloud Computing) 数据挖掘和决策支持系统 (Data Mining and Decision Support Systems) 人工智能原理 (Principles of Artificial Intelligence) 大数据处理与分析 (Big Data Processing and Analysis) 物联网应用的凸优化 (Convex Optimization for Internet of Things Applications) 物联网数据分析 (Data Analysis for Internet of Things),,澳门
澳门城市大学,国际款待与旅游业管理硕士（英文学制）,Master of International Hospitality and Tourism Management (English),"商科,旅游酒店管理,国际旅游与管理学院",专业方向: 旅游酒店管理 入学时间: 9月 项目时长: 2年 项目学费: 100000港币/年,具有学士学位 往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,国际款待与旅游业管理硕士学位课程以培养具有科学分析能力和专业管理技能的高级旅游管理人才为目标。,,旅游与款待业管理 (Tourism for the International Hospitality Business) 旅游与款待业营运决策 (Operations Decision Making) 旅游与款待业资源管理 (Resources Management) 旅游调研方法 (Research Methods) 旅游资讯系统管理 (Management Information Systems in Tourism Industry) 旅游与款待业战略风险管理 (Strategic Risk Management) 酒店和旅游点的环境管理 (Environmental Management for Hotels and Tourism Destinations) 旅游及酒店商业分析 (Business Analysis for Hotel and Tourism Industry) 旅游教育与培训专题 (Special Topic in Tourism education and training) 旅游教育本土化和国际化 (Localization and Internationalization of Tourism Education) 会展策略管理 (Strategic Management of MICE and Events) 会展策划和运作管理 (Planning and Operation Management of MICE and Events) 俱乐部管理 (Club Management) 现代博彩营运管理 (Operations of Modern Gaming Industry),,澳门
澳门大学,商业分析理学硕士,MSc Business Analytics,"商科,商业分析,工商管理学院",专业方向: 商业分析 入学时间: 8月 项目时长: 2年 项目学费: 102000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩。持有管理或督导经验者优先考虑 学生应符合以下条件之一：(1)商业学士学位或(2)计算机科学，信息系统或其他STEM相关专业的学士学位或(3)非商业和非STEM相关学位持有人至少有两年在商业公司的工作经验,澳门大学商业分析理学硕士旨在培训学生使用适当的分析和技术工具来收集数据、获取情报并使组织能够深入了解复杂的业务问题。该课程特别适合行业从业者和商业、计算机、经济学、信息系统、数学、科学或统计学专业的应届毕业生。 澳门大学商业分析理学硕士计划为学生提供商业分析的概念、理论和实践知识；培养学生运用信息技术和定量方法分析业务数据；培养学生在业务分析的帮助下制定、支持和实施业务决策的能力。,,商业分析基础 (Fundamentals of Business Analytics) 商业分析统计学 (Statistics for Business Analytics) 商业建模与决策分析 (Business Modeling and Decision Analysis) 数据库和大数据管理 (Database and Big Data Management) 机器学习和商业应用 (Machine Learning with Business Applications ) 社交网络和文本分析 (Social Network and Textual Analysis) 项目报告 (Project Report ) 现代金融科技概论 (Introduction to Modern Financial Technology) 信息管理和数字创新 (Information Management and Digital Innovation) 服务运营 (Service Operations) 旅游分析 (Tourism Analytics) 计量经济学和高维数据分析 (Econometrics and High-Dimensional Data Analysis) 营销分析 (Marketing Analytics ),,澳门
澳门科技大学,创新音乐硕士,Master of Innovative Music,"社科,其他社科,人文艺术学院",专业方向: 其他社科 入学时间: 9月 项目时长: 2年 项目学费: 135000港币/年,申请者须具有音乐学或相关专业学士以上学位，并具备音乐资格，同时需提交个人简历及专业研究计划以及器乐演奏视频,,,研究方法 (Research Methods) 音乐创作与制作理论 (Theory of Music Creation and Production) 创意音乐 (Creativity in Music) 音乐创新实践 (Music Creative and Practice) 专题 (Special Topics) 音乐教育方法与应用 (Music Education Methods and Applications) 音乐历史与文化 (History and Culture of Music) 中西音乐比较研究 (Comparative Study of Chinese and Western  Music) 音乐心理学 (Music Psychology) 商业法律 (Commercial Law) 音乐传播与创业 (Communication and Entrepreneurship in Music) 数字营销 (Digital Marketing) 世界流行音乐 (Global Popular Music) 人工智能与音乐设计 (AI and Music Design) 创意音乐音效设计 (Creative Music Sound Design) 数字多媒体技术与应用 (Digital Multimedia Technology and  Applications) 电影工程 (Motion Picture Engineering) 学术活动 (Academic Activities) 实习 (Internship),,澳门
